Label	x	y	claim	perspective	opposite_perspective
1	0	0	This house believes governments should choose open source software in order to encourage its use	Open source software is said to be more reliable	Open source software is not said to be more reliable
1	0	0	This house believes governments should choose open source software in order to encourage its use	Open source software is flexible	Open source software is not flexible
1	0	0	This house believes governments should choose open source software in order to encourage its use	Open source software is innovative	Open source software is not innovative
1	0	0	This house believes governments should choose open source software in order to encourage its use	OSS does not require thinking about commercial pressure that often degrades the quality of the software	OSS does require thinking about commercial pressure that often degrades the quality of the software
0	0	0	This house believes governments should choose open source software in order to encourage its use	open source may allow hackers to know about the weaknesses or loopholes of the software more easily than closed-source software	open source may not allow hackers to know about the weaknesses or loopholes of the software more easily than closed-source software
1	0	0	This house believes governments should choose open source software in order to encourage its use	open source software increases software security	open source software decrease software security
1	0	0	This house believes governments should choose open source software in order to encourage its use	Proprietary software forces the user to accept the level of security that the software vendor is willing to deliver	Proprietary software forces the user not to accept the level of security that the software vendor is willing to deliver
1	0	0	This house believes governments should choose open source software in order to encourage its use	"The end-user of Open Source code has the ability to change and modify source to implement any extra ""features"" of security they may wish for a specific use"	"The end-user of Open Source code doesn't have the ability to change and modify source to implement any extra ""features"" of security they may wish for a specific use"
0	0	0	This house believes governments should choose open source software in order to encourage its use	All people have access to the source code, including potential attackers	All people don't have access to the source code, including potential attackers
0	0	0	This house believes governments should choose open source software in order to encourage its use	"Having a large amount of eyes reviewing code can ""lull a user into a false sense of security"	"Having a large amount of eyes reviewing code can not ""lull a user into a false sense of security"
0	0	0	This house would disband ASEAN	ASEAN members have the potential to reap significant benefits	ASEAN members don't have the potential to reap significant benefits
0	0	0	This house would disband ASEAN	ASEAN has subscribed to the notion of democratic peace	ASEAN doesn't have subscribed to the notion of democratic peace
0	0	0	This house would disband ASEAN	Through political dialogue and confidence building, no tension has escalated into armed confrontation among ASEAN member countries	Through political dialogue and confidence building, no tension doesn't have escalated into armed confrontation among ASEAN member countries
0	0	0	This house would disband ASEAN	ASEAN Way has recently proven itself relatively successful in the settlements of disputes by peaceful manner	ASEAN Way doesn't have recently proven itself relatively successful in the settlements of disputes by peaceful manner
1	0	0	This house would disband ASEAN	ASEAN is criticised for being too soft in its approach to promoting human rights and democracy	ASEAN is not criticised for being too soft in its approach to promoting human rights and democracy
1	0	0	This house would disband ASEAN	"the organisation is ""big on words but small on action"	"the organisation is not ""big on words but small on action"
1	0	0	This house would disband ASEAN	ASEAN has begun to be less successful at restraining its members and resolving border disputes	ASEAN doesn't have begun to be less successful at restraining its members and resolving border disputes
1	0	0	This house would disband ASEAN	the agenda of economic integration would negatively affect industries	the agenda of economic integration would not negatively affect industries
1	0	0	This house would disband ASEAN	The organisation is viewed as imperialistic	The organisation is not viewed as imperialistic
1	0	0	This house would enforce term limits on the legislative branch of government	term limits are a way to restore popular control over government	term limits are not a way to restore popular control over government
1	0	0	This house would enforce term limits on the legislative branch of government	The longer politicians are in office, the more likely they are to rip us off for their own benefit	The longer politicians are not in office, the more likely they are to rip us off for their own benefit
1	0	0	This house would enforce term limits on the legislative branch of government	"term limits force politicians ""to represent the people instead of advancing their own careers"	"term limits force politicians "" not to represent the people instead of advancing their own careers"
1	0	0	This house would enforce term limits on the legislative branch of government	"voters ""overwhelmingly support term limits"	"voters ""overwhelmingly oppose term limits"
1	0	0	This house would enforce term limits on the legislative branch of government	Term limits reduce the excessive time and attention spent on getting re-elected	Term limits increase the excessive time and attention spent on getting re-elected
1	0	0	This house would enforce term limits on the legislative branch of government	Incumbents have too great an electoral advantage	Incumbents don't have too great an electoral advantage
1	0	0	This house would enforce term limits on the legislative branch of government	Lawmakers are in gridlock because of becoming locked into entrenched positions over time	Lawmakers are not in gridlock because of becoming locked into entrenched positions over time
1	0	0	This house would enforce term limits on the legislative branch of government	Freed from political considerations related to re-election, lawmakers would be more free to vote on the merits	Freed from political considerations related not to re-election, lawmakers would be more free to vote on the merits
0	0	0	This house would enforce term limits on the legislative branch of government	Voters can already remove politicians through regular elections or by recall	Voters can not already remove politicians through regular elections or by recall
0	0	0	This house would enforce term limits on the legislative branch of government	Term limits don't distinguish between good and bad legislators	Term limits do distinguish between good and bad legislators
0	0	0	This house would enforce term limits on the legislative branch of government	New lawmakers are more vulnerable to power wielded by lobbyists	New lawmakers are not more vulnerable to power wielded by lobbyists
0	0	0	This house would enforce term limits on the legislative branch of government	Term limits won't affect gridlock, being a quick-fix that ignores complicated problems	Term limits wo affect gridlock, being a quick-fix that ignores complicated problems
0	0	0	This house would enforce term limits on the legislative branch of government	Limiting terms deprives voters of the right to choose whom they want in office	Limiting terms deprives voters of the right not to choose whom they want in office
1	0	0	This house would enforce term limits on the legislative branch of government	The lack of mandatory limits to tenure is regarded as a dangerous defect	The glut of mandatory limits to tenure is regarded as a dangerous defect
1	0	0	This house would enforce term limits on the legislative branch of government	contact with the affairs of state is one of the most corrupting of the influences to which men are exposed	contact with the affairs of state is not one of the most corrupting of the influences to which men are exposed
1	0	0	This house would prohibit burning the stars and stripes	The States' have the authority to promulgate flag desecration laws under their general police power to safeguard public safety and welfare	The States' don't have the authority to promulgate flag desecration laws under their general police power to safeguard public safety and welfare
0	0	0	This house would prohibit burning the stars and stripes	symbolic speech is protected by the First Amendment	symbolic speech is not protected by the First Amendment
0	0	0	This house would prohibit burning the stars and stripes	Flag burning is protected by the First Amendment	Flag burning is not protected by the First Amendment
0	0	0	This house would prohibit burning the stars and stripes	protest involving the physical use of the flag should be seen as a form of protected expression under the First Amendment	protest involving the physical use of the flag should not be seen as a form of protected expression under the First Amendment
0	0	0	This house would prohibit burning the stars and stripes	Burning the flag is a form of symbolic speech subject to protection under the First Amendment	Burning the flag is not a form of symbolic speech subject to protection under the First Amendment
0	0	0	This house would prohibit burning the stars and stripes	Symbolic speech is recognized as being protected under the First Amendment as a form of speech	Symbolic speech is not recognized as being protected under the First Amendment as a form of speech
0	0	0	This house would prohibit burning the stars and stripes	there is a constitutional right to make one's speech as effective as possible	there is not a constitutional right to make one's speech as effective as possible
0	0	0	This house would prohibit burning the stars and stripes	Flag burning is a form of free speech	Flag burning is not a form of free speech
0	0	0	This house would prohibit burning the stars and stripes	freedom of expression by non-speech means is commonly thought to be protected under the First Amendment	freedom of expression by non-speech means is not commonly thought to be protected under the First Amendment
1	0	0	This house would prohibit burning the stars and stripes	burning the flag is a very offensive gesture that deserves to be formally outlawed	burning the flag is not a very offensive gesture that deserves to be formally outlawed
0	0	0	This house would prohibit burning the stars and stripes	Americans oppose amending the constitution to outlaw flag burning	Americans oppose amending the constitution not to outlaw flag burning
1	0	0	This house would prohibit burning the stars and stripes	Americans support a flag desecration amendment	Americans oppose a flag desecration amendment
0	0	0	This house would prohibit burning the stars and stripes	Flag burning is constitutionally-protected free speech	Flag burning is not constitutionally-protected free speech
0	0	0	This house would prohibit burning the stars and stripes	Flag burning is protected speech under the First Amendment to the United States Constitution	Flag burning is not protected speech under the First Amendment to the United States Constitution
0	0	0	This house would prohibit burning the stars and stripes	the First Amendment protects such activity as symbolic speech	the First Amendment destroy such activity as symbolic speech
0	0	0	This house would prohibit burning the stars and stripes	The First Amendment's protection does not end at the spoken or written word	The First Amendment's protection does end at the spoken or written word
1	0	0	This house would prohibit burning the stars and stripes	States have a compelling interest in preserving a venerated national symbol	States don't have a compelling interest in preserving a venerated national symbol
1	0	0	This house would prohibit burning the stars and stripes	Flag burning tends to incite breaches of the peace	Flag burning tends not to incite breaches of the peace
1	0	0	This house would prohibit burning the stars and stripes	"the ""uniqueness"" of the flag ""justifies a governmental prohibition against flag burning"	"the ""uniqueness"" of the flag ""justifies a governmental prohibition for flag burning"
1	0	0	This house would prohibit burning the stars and stripes	"flag burning is ""no essential part of any exposition of ideas"	"flag burning is not ""no essential part of any exposition of ideas"
1	0	0	This house would prohibit burning the stars and stripes	Flag burning is most likely to be indulged in not to express any particular idea, but to antagonize others	Flag burning is most likely to be indulged in to express any particular idea, but to antagonize others
1	0	0	This house would prohibit burning the stars and stripes	the First Amendment does not guarantee the right to employ every conceivable method of communication at all times and in all places	the First Amendment does guarantee the right to employ every conceivable method of communication at all times and in all places
1	0	0	This house would prohibit burning the stars and stripes	A majority of Americans support a ban on flag-burning	A majority of Americans oppose a ban on flag-burning
1	0	0	This house would prohibit burning the stars and stripes	the Constitution allows states to prohibit the burning of the flag	the Constitution disallow states to prohibit the burning of the flag
1	0	0	This house would prohibit burning the stars and stripes	laws against flag-burning are constitutional	laws for flag-burning are constitutional
1	0	0	This house would prohibit burning the stars and stripes	flag-burning is not constitutionally protected	flag-burning is constitutionally protected
1	0	0	This house would prohibit burning the stars and stripes	it would be constitutional to ban flag-burning	it would not be constitutional to ban flag-burning
1	0	0	This house would prohibit burning the stars and stripes	The flag's status as a special emblem of nationality entitles it to additional protections	The flag's status as a special emblem of nationality entitles it not to additional protections
1	0	0	This house would prohibit burning the stars and stripes	the state can prohibit the burning of any item in public	the state can not prohibit the burning of any item in public
1	0	0	This house would prohibit burning the stars and stripes	the nature of the flag entitles it to more protection under the law, rather than less	the nature of the flag entitles it not to more protection under the law, rather than less
1	0	0	This house would implement playoffs in collegiate level American football	Individuals interested in college football prefer a playoff system to the BCS	Individuals interested in college football prefer a playoff system not to the BCS
1	0	0	This house would implement playoffs in collegiate level American football	Often, the BCS system leads to controversies	Often, the BCS system leads not to controversies
1	0	0	This house would implement playoffs in collegiate level American football	Controversies concerning inclusion in the BCS National Championship Game are numerous	Controversies concerning inclusion in the BCS National Championship Game are not numerous
1	0	0	This house would implement playoffs in collegiate level American football	Significant support among college football fans for a playoff to replace the BCS is shown	Significant oppose among college football fans for a playoff to replace the BCS is shown
1	0	0	This house would implement playoffs in collegiate level American football	the participants of the BCS National Championship game are decided based upon coaches' and media polls rather than via previous, on-field competition	the participants of the BCS National Championship game are not decided based upon coaches' and media polls rather than via previous, on-field competition
0	0	0	This house would implement playoffs in collegiate level American football	a playoff format would detract from the importance of the regular season and the intensity of rivalry games	a playoff format would not detract from the importance of the regular season and the intensity of rivalry games
0	0	0	This house would implement playoffs in collegiate level American football	a playoff system would create conflicts with student-athletes' studies	a playoff system would not create conflicts with student-athletes' studies
1	0	0	This house would implement playoffs in collegiate level American football	a single loss can potentially end a team's chance at a National Championship or propel some other team into the title game under the current system	a single loss can not potentially end a team's chance at a National Championship or propel some other team into the title game under the current system
1	0	0	This house would implement playoffs in collegiate level American football	Unfair competition is inherent in the structure of the BCS	Unfair competition is not inherent in the structure of the BCS
0	0	0	This house would implement playoffs in collegiate level American football	numerous FBS Conferences have expressed their unwillingness to participate in a play-off system	numerous FBS Conferences don't have expressed their unwillingness to participate in a play-off system
1	0	0	This house would implement playoffs in collegiate level American football	due to the unique and often esoteric nature of the BCS format, there has been controversy as to which two teams should play for the national championship	due not to the unique and often esoteric nature of the BCS format, there has been controversy as to which two teams should play for the national championship
0	0	0	This house would implement playoffs in collegiate level American football	Implementation of a playoff system would lead to other, more serious consequences	Implementation of a playoff system would not lead to other, more serious consequences
1	0	0	This house would implement playoffs in collegiate level American football	a team with similar or better arguments to another team can be left out of the BCS despite beating the other team	a team with similar or worse arguments to another team can be left out of the BCS despite beating the other team
0	0	0	This house would implement playoffs in collegiate level American football	there are several key advantages that the BCS has over a playoff system	there are not several key advantages that the BCS has over a playoff system
1	0	0	This house would implement playoffs in collegiate level American football	the BCS routinely involves controversy about which two teams are the best in the nation	the BCS routinely involves controversy about which two teams are not the best in the nation
0	0	0	This house would unleash the free market	Markets are regulated to some extent by government in order to correct market failures or to promote social welfare	Markets are not regulated to some extent by government in order to correct market failures or to promote social welfare
0	0	0	This house would unleash the free market	intervention is necessary to solve market-created externalities	intervention is not necessary to solve market-created externalities
0	0	0	This house would unleash the free market	government should intervene to prevent market failure	government should not intervene to prevent market failure
1	0	0	This house would unleash the free market	people should make their own choices with their money	people should not make their own choices with their money
1	0	0	This house would unleash the free market	the state often serves dominant business interests, distorting the market to their favor and thus leading to inefficient outcomes	the state often serves dominant business interests, distorting the market not to their favor and thus leading to inefficient outcomes
1	0	0	This house would unleash the free market	if everyone is left to their own economic devices instead of being controlled by the state, then the result would be a harmonious and more equal society	if noone is left to their own economic devices instead of being controlled by the state, then the result would be a harmonious and more equal society
1	0	0	This house would unleash the free market	Allowing individuals to act without any restrictions will produce the best results	Allowing individuals not to act without any restrictions will produce the best results
0	0	0	This house would unleash the free market	the state has a legitimate role in providing public goods	the state doesn't have a legitimate role in providing public goods
1	0	0	This house would unleash the free market	the state and economy are inherently separate from each other	the state and economy are not inherently separate from each other
0	0	0	This house would unleash the free market	the free market can damage national traditions	the free market can not damage national traditions
1	0	0	This house would unleash the free market	Government intervention is seen as harmful	Government intervention is not seen as harmful
1	0	0	This house would unleash the free market	private market factors can more efficiently deliver many goods or service than governments due to free market competition	private market factors can not more efficiently deliver many goods or service than governments due to free market competition
0	0	0	This house would unleash the free market	A private company will serve the needs of those who are most willing (and able) to pay, as opposed to the needs of the majority	A private company will not serve the needs of those who are most willing (and able) to pay, as opposed to the needs of the majority
0	0	0	This house would unleash the free market	wages are naturally driven down in free market systems	wages are not naturally driven down in free market systems
0	0	0	This house would unleash the free market	there is an inherent tendency toward oligolopolistic structures when laissez-faire is combined with capitalist private property	there is not an inherent tendency toward oligolopolistic structures when laissez-faire is combined with capitalist private property
0	0	0	This house would unleash the free market	the allocation of goods and services by a market is not efficient	the allocation of goods and services by a market is efficient
0	0	0	This house would unleash the free market	the lack of perfect information and perfect competition in a free market is grounds for government intervention	the glut of perfect information and perfect competition in a free market is grounds for government intervention
0	0	0	This house would unleash the free market	free markets usually fail to deal with the problem of externalities	free markets usually fail not to deal with the problem of externalities
0	0	0	This house would unleash the free market	the free market is not necessarily free, but weighted towards those who already own property	the free market is necessarily free, but weighted towards those who already own property
1	0	0	This house would unleash the free market	corrective measures) reduce the overall efficiency of the market economy	corrective measures) increase the overall efficiency of the market economy
0	0	0	This house would unleash the free market	grave imbalances are produced when economic action, conceived merely as an engine for wealth creation, is detached from political action	grave imbalances are not produced when economic action, conceived merely as an engine for wealth creation, is detached from political action
1	0	0	This house would unleash the free market	The freer the market, the more prices will reflect consumer habits and demands	The freer the market, the less prices will reflect consumer habits and demands
1	0	0	This house would unleash the free market	Through free competition between vendors for the provision of products and services, prices tend to decrease, and quality tends to increase	Through free competition between vendors for the provision of products and services, prices tend not to decrease, and quality tends to increase
1	0	0	This house would unleash the free market	"market economies allow spontaneous order; that is, ""a more efficient allocation of societal resources than any design could achieve"	"market economies disallow spontaneous order; that is, ""a more efficient allocation of societal resources than any design could achieve"
1	0	0	This house would unleash the free market	any attempt to implement central planning will result in more disorder, or a less efficient production and distribution of goods and services	any attempt not to implement central planning will result in more disorder, or a less efficient production and distribution of goods and services
1	0	0	This house would unleash the free market	there is a direct relationship between economic growth and economic freedom	there is not a direct relationship between economic growth and economic freedom
0	0	0	This house would unleash the free market	government at times has to intervene to ensure competition in large and important industries	government at times doesn't have to intervene to ensure competition in large and important industries
1	0	0	This house would unleash the free market	only a free market can create healthy competition and therefore more business	only a free market can not create healthy competition and therefore more business
0	0	0	This house would unleash the free market	The unregulated market is seen as an impractical ideal	The unregulated market is not seen as an impractical ideal
0	0	0	This house would unleash the free market	free market relationships are considered as structured upon coercion	free market relationships are not considered as structured upon coercion
1	0	0	This house would unleash the free market	The free market is believed to self-regulate in the most efficient and just way	The free market is not believed to self-regulate in the most efficient and just way
0	0	0	This house would unleash the free market	there is a legitimate need for government restrictions on free trade	there is not a legitimate need for government restrictions on free trade
0	0	0	This house would unleash the free market	laissez-faire capitalism creates social evils that harm its citizens	laissez-faire capitalism creates social evils that protect its citizens
1	0	0	This house would unleash the free market	the benefits of free trade outweigh the losses	the harm of free trade outweigh the losses
0	0	0	This house would unleash the free market	most of the world's major economies are resorting to protectionist measures as the global economic slowdown begins to bite	most of the world's major economies are not resorting to protectionist measures as the global economic slowdown begins to bite
1	0	0	This house would unleash the free market	by trying to maximize their own gains in a free market, individual ambition benefits society	by trying not to maximize their own gains in a free market, individual ambition benefits society
1	0	0	This house would unleash the free market	it is competition between buyers and sellers that channels the profit motive of individuals on both sides of the transaction such that improved products are produced and at lower costs	it is not competition between buyers and sellers that channels the profit motive of individuals on both sides of the transaction such that improved products are produced and at lower costs
1	0	0	This house would unleash the free market	individual self-interest operating in a competitive market place produces the unique conditions under which a society’s total utility is maximized	individual self-interest operating in a competitive market place produces the unique conditions under which a society’s total utility is not maximized
0	0	0	This house would unleash the free market	free markets, by themselves, often do not lead to what is best	free markets, by themselves, often do lead to what is best
0	0	0	This house would unleash the free market	some regulation is required to make markets work	some regulation is not required to make markets work
1	0	0	This house would unleash the free market	competitive markets do a good job allocating resources	competitive markets do a bad job allocating resources
1	0	0	This house would unleash the free market	free trade will make society more prosperous	free trade will not make society more prosperous
1	0	0	This house would unleash the free market	free trade increases the global level of output	free trade decrease the global level of output
1	0	0	This house would unleash the free market	the absolute quantity of goods and services produced is highest under free trade	the absolute quantity of goods and services produced is not highest under free trade
1	0	0	This house would unleash the free market	the world can produce and consume more when free trade is allowed	the world can not produce and consume more when free trade is allowed
1	0	0	This house would unleash the free market	free trade encourages economic interdependence between countries, reducing the likelihood of war	free trade discourage economic interdependence between countries, reducing the likelihood of war
1	0	0	This house would unleash the free market	free trade would reduce war	free trade would not reduce war
1	0	0	This house would unleash the free market	the occurrence of free trade has prevented the outbreak of war	the occurrence of free trade doesn't have prevented the outbreak of war
1	0	0	This house would unleash the free market	free trade would increase the likelihood of a lasting peace	free trade would not increase the likelihood of a lasting peace
1	0	0	This house would unleash the free market	Free trade can enhance national security	Free trade can not enhance national security
0	0	0	This house would unleash the free market	free trade hurts developed nations	free trade protect developed nations
0	0	0	This house would unleash the free market	Throughout the world, forces that many blame on free trade are eroding traditional ways of living and rural cultures	Throughout the world, forces that many blame on free trade are not eroding traditional ways of living and rural cultures
1	0	0	This house would unleash the free market	Free trade is generally considered to achieve an overall increase in utility in a society	Free trade is not generally considered to achieve an overall increase in utility in a society
1	0	0	This house would unleash the free market	having free trade would be a net gain for society	having free trade would not be a net gain for society
1	0	0	This house would unleash the free market	the size of the winnings from free trade are larger than the losses	the size of the winnings from free trade are not larger than the losses
1	0	0	This house would unleash the free market	free trade is a large and unambiguous net gain for society	free trade is not a large and unambiguous net gain for society
0	0	0	This house would unleash the free market	Free trade is colonialism or imperialism in disguise	Free trade is not colonialism or imperialism in disguise
0	0	0	This house would unleash the free market	Free trade allows maximum exploitation of workers by capital	Free trade disallow maximum exploitation of workers by capital
0	0	0	This house would unleash the free market	free trade agreements generally do not increase the economic freedom of the poor or the working class, and frequently make them poorer	free trade agreements generally do increase the economic freedom of the poor or the working class, and frequently make them poorer
0	0	0	This house would unleash the free market	trade barriers should exist to help poor nations build domestic industries	trade barriers should not exist to help poor nations build domestic industries
0	0	0	This house would unleash the free market	free trade is a form of colonialism or imperialism	free trade is not a form of colonialism or imperialism
1	0	0	This house would unleash the free market	Regulation in markets is rejected as inefficient	Regulation in markets is not rejected as inefficient
1	0	0	This house would unleash the free market	economic freedom, while itself an extremely important component of total freedom, is also a necessary condition for political freedom	economic freedom, while itself an extremely important component of total freedom, is not also a necessary condition for political freedom
1	0	0	This house would unleash the free market	Centralized control of economic activities is always accompanied with political repression	Centralized control of economic activities is not always accompanied with political repression
1	0	0	This house would unleash the free market	Through elimination of centralized control of economic activities, economic power is separated from political power, and the one can serve as counterbalance to the other	Through elimination of centralized control of economic activities, economic power is not separated from political power, and the one can serve as counterbalance to the other
1	0	0	This house would unleash the free market	impersonal market forces protect people from discrimination in their economic activities for reasons unrelated to their productivity	impersonal market forces destroy people from discrimination in their economic activities for reasons unrelated to their productivity
0	0	0	This house would unleash the free market	The justification for central planning is that the consolidation of economic resources can allow for the economy to take advantage of more perfect information when making decisions regarding investment and production	The justification for central planning is not that the consolidation of economic resources can allow for the economy to take advantage of more perfect information when making decisions regarding investment and production
0	0	0	This house would unleash the free market	a centrally planned economy can provide public goods which would not have been available at all, or might require explicit government provision, in a market economy	a centrally planned economy can provide public goods which would have been available at all, or might require explicit government provision, in a market economy
1	0	0	This house would unleash the free market	efficiency is best achieved through a market economy	efficiency is not best achieved through a market economy
1	0	0	This house would unleash the free market	the only way to determine what society actually wants is by allowing private enterprise to use their resources in competing to meet the needs of consumers	the only way not to determine what society actually wants is by allowing private enterprise to use their resources in competing to meet the needs of consumers
1	0	0	This house would unleash the free market	Without a market in which allocations can be made in obedience to the law of supply and demand, it is difficult or impossible to funnel resources with respect to actual human preferences and goals	 with a market in which allocations can be made in obedience to the law of supply and demand, it is difficult or impossible to funnel resources with respect to actual human preferences and goals
1	0	0	This house would unleash the free market	Less corruption and less political violence have been found to be correlated with free markets	More corruption and less political violence have been found to be correlated with free markets
1	0	0	This house would unleash the free market	political and civil liberties have simultaneously expanded with market-based economies	political and civil liberties don't have simultaneously expanded with market-based economies
1	0	0	This house would unleash the free market	economic and political freedoms are linked	economic and political freedoms are not linked
1	0	0	This house would unleash the free market	Economic and political freedom are mutually dependent	Economic and political freedom are not mutually dependent
1	0	0	This house would unleash the free market	The idea that political freedom can be preserved in the absence of economic freedom, and vice versa, is an illusion	The idea that political freedom can not be preserved in the absence of economic freedom, and vice versa, is an illusion
1	0	0	This house would unleash the free market	Political freedom is the corollary of economic freedom	Political freedom is not the corollary of economic freedom
0	0	0	This house would unleash the free market	the responsibility of government should involve enough surveillance over the enterprise system to ensure the social usefulness of all economic activity	the responsibility of government should not involve enough surveillance over the enterprise system to ensure the social usefulness of all economic activity
0	0	0	This house would unleash the free market	It should be the policy of government to aid and foster certain activities or kinds of business that strengthen a nation	It should not be the policy of government to aid and foster certain activities or kinds of business that strengthen a nation
1	0	0	This house would unleash the free market	Self-interested competition in the free market would tend to benefit society as a whole	Self-interested competition in the free market would not tend to benefit society as a whole
0	0	0	This house would unleash the free market	a true laissez-faire economy would quickly become a conspiracy of businesses and industry against consumers	a true laissez-faire economy would not quickly become a conspiracy of businesses and industry against consumers
1	0	0	This house would unleash the free market	Markets would lead to equality	Markets would not lead to equality
1	0	0	This house would unleash the free market	the market is the most fair and efficient arbitrator of resources	the market is not the most fair and efficient arbitrator of resources
1	0	0	This house would unleash the free market	only market capitalism could manage a complex, modern economy	only market capitalism could not manage a complex, modern economy
1	0	0	This house would unleash the free market	the information problems facing any other form of economic organization other than market capitalism would exceed its capacity to handle information	the information problems facing any other form of economic organization other than market capitalism would not exceed its capacity to handle information
1	0	0	This house would unleash the free market	market economies are inherently stable if left to themselves	market economies are not inherently stable if left to themselves
1	0	0	This house would unleash the free market	the market is able to coordinate itself	the market is not able to coordinate itself
1	0	0	This house would unleash the free market	competition leads to innovation and more affordable prices	competition leads not to innovation and more affordable prices
0	0	0	This house would unleash the free market	Governmental intervention can result in potential gains in efficiency	Governmental intervention can not result in potential gains in efficiency
0	0	0	This house would unleash the free market	the market on its own does not allocate resources efficiently	the market on its own does allocate resources efficiently
1	0	0	This house would unleash the free market	imperfect markets are often better than imperfect governmental alternatives	imperfect markets are not often better than imperfect governmental alternatives
1	0	0	This house would unleash the free market	centralized operations of economic activity is always accompanied by political repression	centralized operations of economic activity is not always accompanied by political repression
0	0	0	This house would unleash the free market	the government has a role to play in the economy	the government doesn't have a role to play in the economy
0	0	0	This house would unleash the free market	Liberty is possible only with social justice and an equitable distribution of wealth and power, which in turn require a degree of active government intervention	Liberty is not possible only with social justice and an equitable distribution of wealth and power, which in turn require a degree of active government intervention
1	0	0	This house would unleash the free market	a central planning authority would have to be endowed with powers that would impact and ultimately control social life	a central planning authority would not have to be endowed with powers that would impact and ultimately control social life
1	0	0	This house would unleash the free market	while in centrally planned economies an individual or a select group of individuals must determine the distribution of resources, these planners will never have enough information to carry out this allocation reliably	while in centrally planned economies an individual or a select group of individuals must not determine the distribution of resources, these planners will never have enough information to carry out this allocation reliably
1	0	0	This house would unleash the free market	the efficient exchange and use of resources can be maintained only through the price mechanism in free markets	the efficient exchange and use of resources can not be maintained only through the price mechanism in free markets
0	0	0	This house would unleash the free market	"the state has a role to play in the economy, and specifically, in creating a ""safety net"	"the state doesn't have a role to play in the economy, and specifically, in creating a ""safety net"
1	0	0	This house would unleash the free market	In a free market, both labor and capital would receive the greatest possible reward	In a free market, both labor and capital would not receive the greatest possible reward
1	0	0	This house would unleash the free market	"an unfettered market"" is the most efficient mechanism to satisfy human needs and channel resources to their most productive uses"	"an unfettered market"" is not the most efficient mechanism to satisfy human needs and channel resources to their most productive uses"
1	0	0	This house would unleash the free market	Any government intervention is seen as useless	Any government intervention is not seen as useless
1	0	0	This house would unleash the free market	free markets have the potential to free states from the looming prospect of recurrent warfare	free markets don't have the potential to free states from the looming prospect of recurrent warfare
1	0	0	This house would unleash the free market	Laissez-faire economics is expected to diminish the frequency of war	Laissez-faire economics is not expected to diminish the frequency of war
1	0	0	This house would unleash the free market	many of the services performed by government could be performed better by the private sector	many of the services performed by government could not be performed better by the private sector
1	0	0	This house would unleash the free market	economic freedom is not only desirable in itself but is also a necessary condition for political freedom	economic freedom is only desirable in itself but is also a necessary condition for political freedom
0	0	0	This house would unleash the free market	markets could go wrong	markets could not go wrong
0	0	0	This house would unleash the free market	government intervention could serve a useful purpose	government intervention could not serve a useful purpose
1	0	0	This house would unleash the free market	competition in the free market is more effective than the regulation of industry	competition in the free market is not more effective than the regulation of industry
1	0	0	This house would unleash the free market	all government intervention in the economy is wasteful	all government intervention in the economy is not wasteful
1	0	0	This house would unleash the free market	"free market economics"" is the most efficient way to promote economic growth"	"free market economics"" is not the most efficient way to promote economic growth"
1	0	0	This house would unleash the free market	free markets are the only ethical markets	free markets are not the only ethical markets
1	0	0	This house would unleash the free market	it is not prudent for governments to intervene in markets	it is prudent for governments to intervene in markets
1	0	0	This house would unleash the free market	principles of individual liberty morally dictate support for free markets	principles of individual liberty morally dictate oppose for free markets
1	0	0	This house would unleash the free market	Free markets are the most productive markets	Free markets are not the most productive markets
1	0	0	This house would unleash the free market	a bigger role of the government in the economy will make people feel less responsible for the society	a bigger role of the government in the economy will not make people feel less responsible for the society
1	0	0	This house would unleash the free market	"free markets are ""simply more productive"	"free markets are not ""simply more productive"
0	0	0	This house would unleash the free market	the allocation of goods and services by a free market is not efficient	the allocation of goods and services by a free market is efficient
