Label	x	y	claim	opposite_perspective	perspective	opposite_claim
1	0	0	Adults should have the right to carry a concealed handgun	The safety of the public should not be the responsibility of trained police officers, rather than private citizens with minimal training	The safety of the public should be the responsibility of trained police officers, rather than private citizens with minimal training	Adults should not have the right to carry a concealed handgun
1	0	0	Adults should have the right to carry a concealed handgun	Only police officers, who have received professional qualifications, should protect the safety of the public, private individuals who have not received such training	Only police officers, who have received professional qualifications, should protect the safety of the public, not private individuals who have not received such training	Adults should not have the right to carry a concealed handgun
0	0	0	Adults should have the right to carry a concealed handgun	Carrying a concealed handgun could not help stop a public shooting spree.	Carrying a concealed handgun could help stop a public shooting spree.	Adults should not have the right to carry a concealed handgun
0	0	0	Adults should have the right to carry a concealed handgun	In view of the continuous public shooting , carrying a concealed handgun by adults can not stop such shooting spree	In view of the continuous public shooting , carrying a concealed handgun by adults can stop such shooting spree	Adults should not have the right to carry a concealed handgun
0	0	0	Adults should have the right to carry a concealed handgun	The occurrence of public shooting spree can not be prevented by the usage of concealed handguns by adults	The occurrence of public shooting spree can be prevented by the usage of concealed handguns by adults	Adults should not have the right to carry a concealed handgun
1	0	0	Adults should have the right to carry a concealed handgun	Carrying a concealed handgun decrease the chances of a confrontation escalating and turning lethal.	Carrying a concealed handgun increases the chances of a confrontation escalating and turning lethal.	Adults should not have the right to carry a concealed handgun
1	0	0	Adults should have the right to carry a concealed handgun	The act of having a concealed handgun on one's person decrease the likelihood of an argument increasing in intensity and resulting in death	The act of having a concealed handgun on one's person increases the likelihood of an argument increasing in intensity and resulting in death	Adults should not have the right to carry a concealed handgun
1	0	0	Adults should have the right to carry a concealed handgun	Concealed carrying of weapons results in a greater chance of a conflict becoming less intense to the point of death of one party.	Concealed carrying of weapons results in a greater chance of a conflict becoming more intense to the point of death of one party.	Adults should not have the right to carry a concealed handgun
1	0	0	Adults should have the right to carry a concealed handgun	A handgun ban increase crime and deaths	A handgun ban reduces crime and deaths	Adults should not have the right to carry a concealed handgun
1	0	0	Adults should have the right to carry a concealed handgun	The result of a handgun ban is not lower crime and fewer deaths.	The result of a handgun ban is lower crime and fewer deaths.	Adults should not have the right to carry a concealed handgun
1	0	0	Adults should have the right to carry a concealed handgun	Lower crime rates and fewer deaths result when handguns are not banned in a city.	Lower crime rates and fewer deaths result when handguns are banned in a city.	Adults should not have the right to carry a concealed handgun
1	0	0	Adults should have the right to carry a concealed handgun	Handguns are not uniquely dangerous when compared with other weapons	Handguns are uniquely dangerous when compared with other weapons	Adults should not have the right to carry a concealed handgun
0	0	0	African governments must implement tougher protections for animals	Natural habitats being are not destroyed	Natural habitats being are destroyed	African governments must not implement tougher protections for animals
0	0	0	African governments must implement tougher protections for animals	The netural features of the land are not being decimated	The netural features of the land are being decimated	African governments must not implement tougher protections for animals
0	0	0	African governments must implement tougher protections for animals	Poaching is not linked to terrorism	Poaching is linked to terrorism 	African governments must not implement tougher protections for animals
0	0	0	African governments must implement tougher protections for animals	The illegal hunting of animals is not closely tied to terrorism	The illegal hunting of animals is closely tied to terrorism	African governments must not implement tougher protections for animals
1	0	0	African governments must implement tougher protections for animals	Heavy handed approaches do solve the motivations for poaching	Heavy handed approaches do not solve the motivations for poaching	African governments must not implement tougher protections for animals
1	0	0	African governments must implement tougher protections for animals	Overly forceful methods do something to sway people's desires to poach	Overly forceful methods do nothing to sway people's desires to poach	African governments must not implement tougher protections for animals
1	0	0	African governments must implement tougher protections for animals	The reasons for illegally hunting animals are affected by coercive methods	The reasons for illegally hunting animals are not affected by coercive methods	African governments must not implement tougher protections for animals
0	0	0	Make the raising of business and labour standards a prerequisite for developmental aid	International labour and business standards go hand in hand with development standards and will not de facto increase implementation levels	International labour and business standards go hand in hand with development standards and will de facto increase implementation levels	Make the lower of business and labour standards a prerequisite for developmental aid
1	0	0	Allow donations of vital organs even at the expense of the donor's life	The role of society is to save lives to assist in suicide	The role of society is to save lives not to assist in suicide	 disallow donations of vital organs even at the expense of the donor's life
1	0	0	Allow donations of vital organs even at the expense of the donor's life	The recipient is not forced to receive the sacrifice of another	The recipient is forced to receive the sacrifice of another	 disallow donations of vital organs even at the expense of the donor's life
0	0	0	Allow donations of vital organs even at the expense of the donor's life	It is not a natural thing to do	It is a natural thing to do	 disallow donations of vital organs even at the expense of the donor's life
1	0	0	Allow donations of vital organs even at the expense of the donor's life	This would not encourage coercion for some to die to save others	This would encourage coercion for some to die to save others	 disallow donations of vital organs even at the expense of the donor's life
1	0	0	EU member states should guarantee people under 25 a temporary workplace when they have been unemployed for six months	The policy is a long term solution.	The policy is not a long term solution.	EU member states should not guarantee people under 25 a temporary workplace when they have been unemployed for six months
0	0	0	EU member states should guarantee people under 25 a temporary workplace when they have been unemployed for six months	This policy is not good for EU economies.	This policy is good for EU economies.	EU member states should not guarantee people under 25 a temporary workplace when they have been unemployed for six months
0	0	0	EU member states should guarantee people under 25 a temporary workplace when they have been unemployed for six months	The EU should not guarantee youth a job in order to equal their chances.	The EU should guarantee youth a job in order to equal their chances.	EU member states should not guarantee people under 25 a temporary workplace when they have been unemployed for six months
1	0	0	EU member states should guarantee people under 25 a temporary workplace when they have been unemployed for six months	Temporary employment for youth acts for freedom of choice for businesses	Temporary employment for youth acts against freedom of choice for businesses	EU member states should not guarantee people under 25 a temporary workplace when they have been unemployed for six months
1	0	0	EU member states should guarantee people under 25 a temporary workplace when they have been unemployed for six months	This policy would not only serve to discriminate against unemployed people older than 25	This policy would only serve to discriminate against unemployed people older than 25	EU member states should not guarantee people under 25 a temporary workplace when they have been unemployed for six months
1	0	0	EU member states should guarantee people under 25 a temporary workplace when they have been unemployed for six months	unemployed people older than 25 will not suffer	unemployed people older than 25 will suffer	EU member states should not guarantee people under 25 a temporary workplace when they have been unemployed for six months
1	0	0	EU member states should guarantee people under 25 a temporary workplace when they have been unemployed for six months	This policy would not discriminate against people above 25	This policy would discriminate against people above 25	EU member states should not guarantee people under 25 a temporary workplace when they have been unemployed for six months
1	0	0	EU member states should guarantee people under 25 a temporary workplace when they have been unemployed for six months	This policy would not do harm to people over 25	This policy would do harm to people over 25	EU member states should not guarantee people under 25 a temporary workplace when they have been unemployed for six months
1	0	0	US must help in fighting terrorist organisations in Africa	African states ca afford the full cost	African states can’t afford the full cost	US must not help in fighting terrorist organisations in Africa
0	0	0	US must help in fighting terrorist organisations in Africa	 decrease global security	Increased global security	US must not help in fighting terrorist organisations in Africa
0	0	0	US must help in fighting terrorist organisations in Africa	 destroy the entire global populace.	Protect the entire global populace. 	US must not help in fighting terrorist organisations in Africa
1	0	0	politicians have no right to privacy	All individuals don't have a legitimate right to privacy	All individuals have a legitimate right to privacy	politicians don't have no right to privacy
1	0	0	politicians have no right to privacy	 noone should have the right to privacy.	everyone should have the right to privacy.	politicians don't have no right to privacy
1	0	0	politicians have no right to privacy	All individuals, including politicians, don't have a basic right to privacy.	All individuals, including politicians, have a basic right to privacy.	politicians don't have no right to privacy
0	0	0	politicians have no right to privacy	Citizens don't have a right to know who is being elected to represent them	Citizens have a right to know who is being elected to represent them	politicians don't have no right to privacy
0	0	0	politicians have no right to privacy	Heavy scrutiny forces politicians not to dedicate themselves fully to their public service	Heavy scrutiny forces politicians to dedicate themselves fully to their public service	politicians don't have no right to privacy
0	0	0	politicians have no right to privacy	Politicians don't have a duty to public service	Politicians have a duty to public service	politicians don't have no right to privacy
0	0	0	politicians have no right to privacy	Politicians don't have a duty to protect its citizens and benefit its people in public service.	Politicians have a duty to protect its citizens and benefit its people in public service.	politicians don't have no right to privacy
1	0	0	politicians have no right to privacy	Fixating on personal lives results in infringing the rights of less than just the politicians themselves	Fixating on personal lives results in infringing the rights of more than just the politicians themselves	politicians don't have no right to privacy
1	0	0	politicians have no right to privacy	Focus on the personal lives of politicians infringe upon their right not to privacy.	Focus on the personal lives of politicians infringe upon their right to privacy.	politicians don't have no right to privacy
1	0	0	Leaving the EU would increase British security	Leaving will not mean less communication with other security services	Leaving will mean less communication with other security services	Leaving the EU would not increase British security
1	0	0	Leaving the EU would increase British security	Leaving EU would not weaken UK security.	Leaving EU would weaken UK security.	Leaving the EU would not increase British security
1	0	0	Leaving the EU would increase British security	Leaving the EU would not mean leaving their security services too	Leaving the EU would mean leaving their security services too	Leaving the EU would not increase British security
1	0	0	Leaving the EU would increase British security	By leaving the EU, they would not lose the security they had shared	By leaving the EU, they would lose the security they had shared	Leaving the EU would not increase British security
0	0	0	Leaving the EU would increase British security	The EU casue no instability	The EU causes instability	Leaving the EU would not increase British security
0	0	0	Leaving the EU would increase British security	Leaving the EU means leaving the instability that was not there	Leaving the EU means leaving the instability that was there	Leaving the EU would not increase British security
0	0	0	Leaving the EU would increase British security	Being involved with the EU casue no instability	Being involved with the EU causes instability	Leaving the EU would not increase British security
1	0	0	Leaving the EU would increase British security	Security is not better shared	Security is better shared	Leaving the EU would not increase British security
1	0	0	Leaving the EU would increase British security	Leaving EU would not weaken UK security.	Leaving EU would weaken UK security.	Leaving the EU would not increase British security
1	0	0	Leaving the EU would increase British security	Security is not stronger when there are others involved	Security is stronger when there are others involved	Leaving the EU would not increase British security
1	0	0	Leaving the EU would increase British security	It is not better protection when others are also sharing some of that responsibility	It is better protection when others are also sharing some of that responsibility 	Leaving the EU would not increase British security
0	0	0	Leaving the EU would increase British security	A nation state can not only rely on itself for security	A nation state can only rely on itself for security	Leaving the EU would not increase British security
0	0	0	Leaving the EU would increase British security	UK will not renew its self-reliance in security.	UK will renew its self-reliance in security.	Leaving the EU would not increase British security
0	0	0	Leaving the EU would increase British security	Security changes not to arise when UK leaves EU.	Security changes to arise when UK leaves EU.	Leaving the EU would not increase British security
0	0	0	Leaving the EU would increase British security	A nation state doesn't have only themselves to look out for them	A nation state has only themselves to look out for them	Leaving the EU would not increase British security
0	0	0	Leaving the EU would increase British security	A nation state can not only expect itself to be able to protect the people	A nation state can only expect itself to be able to protect the people	Leaving the EU would not increase British security
0	0	0	Switzerland and Norway should apply to join the EU	Switzerland and Norway don't have compatible philosophies to the EU.	Switzerland and Norway have compatible philosophies to the EU.	Switzerland and Norway should not apply to join the EU
1	0	0	Constitutions Should Not Give Special Recognition To Minority Groups	 glut of special recognition disables the acquisition of constitutional rights	Lack of special recognition disables the acquisition of constitutional rights	Constitutions Should Give Special Recognition To Minority Groups
1	0	0	Constitutions Should Not Give Special Recognition To Minority Groups	Special recognition destroy and fortifies minority rights	Special recognition protects and fortifies minority rights	Constitutions Should Give Special Recognition To Minority Groups
0	0	0	There must be compulsory identity cards	Identity cards can not assist in the efficient monitoring of immigration	Identity cards can assist in the efficient monitoring of immigration	There must not be compulsory identity cards
1	0	0	There must be compulsory identity cards	The scheme does prevent forgery or identity theft	The scheme does not prevent forgery or identity theft	There must not be compulsory identity cards
1	0	0	There must be compulsory identity cards	The identity card system wo stop identity theft and counterfeiting.	The identity card system won't stop identity theft and counterfeiting.	There must not be compulsory identity cards
1	0	0	There must be compulsory identity cards	There are not no protections in place to stop fake documents and identity thieves.	There are no protections in place to stop fake documents and identity thieves.	There must not be compulsory identity cards
1	0	0	There must be compulsory identity cards	The scheme does prevent identity theft  or fake cards	The scheme does not prevent identity theft  or fake cards	There must not be compulsory identity cards
0	0	0	There must be compulsory identity cards	People with identity cards don't have an advantage.	People with identity cards have an advantage.	There must not be compulsory identity cards
1	0	0	There must be compulsory identity cards	The scheme would not cause inconvenience and public discontent	The scheme would cause inconvenience and public discontent	There must not be compulsory identity cards
1	0	0	There must be compulsory identity cards	Identity cards are inconvenient and people wo like them.	Identity cards are inconvenient and people won't like them.	There must not be compulsory identity cards
1	0	0	There must be compulsory identity cards	Having not to get a new identity card is a pain and people will fight against it.	Having to get a new identity card is a pain and people will fight against it.	There must not be compulsory identity cards
1	0	0	There must be compulsory identity cards	It would not make the people angry at the government	It would make the people angry at the government	There must not be compulsory identity cards
1	0	0	There must be compulsory identity cards	The scheme would not cause widespread anger at the government.	The scheme would cause widespread anger at the government.	There must not be compulsory identity cards
0	0	0	There must be compulsory identity cards	People don't need identity cards for their own safety.	People need identity cards for their own safety.	There must not be compulsory identity cards
1	0	0	There must be compulsory identity cards	An identity card scheme is not open to subversion and abuse	An identity card scheme is open to subversion and abuse	There must not be compulsory identity cards
1	0	0	There must be compulsory identity cards	The system of identity cards would not be ripe for abuse.	The system of identity cards would be ripe for abuse.	There must not be compulsory identity cards
1	0	0	There must be compulsory identity cards	People will not take advantage of the identity card system for their own benefit.	People will take advantage of the identity card system for their own benefit.	There must not be compulsory identity cards
1	0	0	There must be compulsory identity cards	The identity card scheme is not easily corruptable.	The identity card scheme is easily corruptable.	There must not be compulsory identity cards
1	0	0	There must be compulsory identity cards	Indentity cards can be faked and are reliable.	Indentity cards can be faked and are not reliable.	There must not be compulsory identity cards
0	0	0	Proportional representation is necessary.	all representation should not be balanced	all representation should be balanced	Proportional representation is not necessary.
0	0	0	Proportional representation is necessary.	 noone involved should have fair and equal representation	everyone involved should have fair and equal representation	Proportional representation is not necessary.
0	0	0	Proportional representation is necessary.	PR decrease political engagement which benefits society.	PR increases political engagement which benefits society.	Proportional representation is not necessary.
0	0	0	Proportional representation is necessary.	people are not more involved when things are more fair	people are more involved when things are more fair	Proportional representation is not necessary.
0	0	0	Proportional representation is necessary.	balanced representation is not better for everyone	balanced representation is better for everyone	Proportional representation is not necessary.
1	0	0	Proportional representation is necessary.	PR leads not to weaker government.	PR leads to weaker government.	Proportional representation is not necessary.
1	0	0	Proportional representation is necessary.	 less influence makes more distractions from neccessity	more influence makes more distractions from neccessity	Proportional representation is not necessary.
1	0	0	Proportional representation is necessary.	Extremist parties will not rise under PR.	Extremist parties will rise under PR. 	Proportional representation is not necessary.
0	0	0	Proportional representation is necessary.	The link between constituencies and Members of Parliament is not important.	The link between constituencies and Members of Parliament is important.	Proportional representation is not necessary.
0	0	0	Proportional representation is necessary.	The ties between constituencies and Members of Parliament should be broken.	The ties between constituencies and Members of Parliament should not be broken.	Proportional representation is not necessary.
0	0	0	Proportional representation is necessary.	Coalition government is not a good thing.	Coalition government is a good thing. 	Proportional representation is not necessary.
0	0	0	Proportional representation is necessary.	proportional representation insures noone has a voice	proportional representation insures everyone has a voice	Proportional representation is not necessary.
1	0	0	Proportional representation is necessary.	Proportional representation makes people more interested in politics.	Proportional representation makes people less interested in politics.	Proportional representation is not necessary.
1	0	0	Proportional representation is necessary.	Proportional representation does maintain a fair balance of power.	Proportional representation does not maintain a fair balance of power.	Proportional representation is not necessary.
1	0	0	Proportional representation is necessary.	Affirmative action doesn't have created a reverse of power when it comes to minority groups.	Affirmative action has created a reverse of power when it comes to minority groups. 	Proportional representation is not necessary.
0	0	0	Human activity is primarily responsible for global climate change	Human-caused global warming is not changing weather systems and making heat waves and droughts more intense and more frequent.	Human-caused global warming is changing weather systems and making heat waves and droughts more intense and more frequent. 	Human activity is not primarily responsible for global climate change
1	0	0	Human activity is primarily responsible for global climate change	Global warming and cooling are primarily caused by fluctuations in the sun's heat (solar forcing), by human activity.	Global warming and cooling are primarily caused by fluctuations in the sun's heat (solar forcing), not by human activity. 	Human activity is not primarily responsible for global climate change
0	0	0	Human activity is primarily responsible for global climate change	Rising levels of human-produced gases released into the atmosphere create a greenhouse effect that traps heat and casue no global warming.	Rising levels of human-produced gases released into the atmosphere create a greenhouse effect that traps heat and causes global warming. 	Human activity is not primarily responsible for global climate change
1	0	0	Human activity is primarily responsible for global climate change	Earth's climate doesn't have always warmed and cooled, and the 20th century rise in global temperature is within the bounds of natural temperature fluctuations over the past 3,000 years.	Earth's climate has always warmed and cooled, and the 20th century rise in global temperature is within the bounds of natural temperature fluctuations over the past 3,000 years. 	Human activity is not primarily responsible for global climate change
1	0	0	Human activity is primarily responsible for global climate change	Less than one thousand scientists disagree that human activity is primarily responsible for global climate change.	More than one thousand scientists disagree that human activity is primarily responsible for global climate change. 	Human activity is not primarily responsible for global climate change
0	0	0	Human activity is primarily responsible for global climate change	Global warming caused by human-produced greenhouse gases is not causing the Arctic ice cap to melt at an increasing rate.	Global warming caused by human-produced greenhouse gases is causing the Arctic ice cap to melt at an increasing rate. 	Human activity is not primarily responsible for global climate change
1	0	0	Human activity is primarily responsible for global climate change	Predictions of accelerating human-caused climate change are not based upon computerized climate models that are inadequate and incorrect.	Predictions of accelerating human-caused climate change are based upon computerized climate models that are inadequate and incorrect. 	Human activity is not primarily responsible for global climate change
1	0	0	Human activity is primarily responsible for global climate change	Computerized climate models could not be misleading when it comes to the predictions of  accelerating human-caused climate change.	Computerized climate models could be misleading when it comes to the predictions of  accelerating human-caused climate change.	Human activity is not primarily responsible for global climate change
1	0	0	Human activity is primarily responsible for global climate change	Deep ocean currents, human activity, are a primary driver of natural climate warming and cooling cycles.	Deep ocean currents, not human activity, are a primary driver of natural climate warming and cooling cycles. 	Human activity is not primarily responsible for global climate change
0	0	0	Human activity is primarily responsible for global climate change	Ocean acidity levels are not increasing at an unprecedented rate that can only be explained by human activity.	Ocean acidity levels are increasing at an unprecedented rate that can only be explained by human activity. 	Human activity is not primarily responsible for global climate change
0	0	0	Human activity is primarily responsible for global climate change	Oceanic acidity is not increasing too much to be natural.	Oceanic acidity is increasing too much to be natural.	Human activity is not primarily responsible for global climate change
0	0	0	Human activity is primarily responsible for global climate change	The acidity of the oceans is not increasing too much to be a natural phenomenon.	The acidity of the oceans is increasing too much to be a natural phenomenon.	Human activity is not primarily responsible for global climate change
0	0	0	Human activity is primarily responsible for global climate change	The specific type of CO2 that is not increasing in earth's atmosphere can be directly connected to human activity.	The specific type of CO2 that is increasing in earth's atmosphere can be directly connected to human activity. 	Human activity is not primarily responsible for global climate change
0	0	0	Human activity is primarily responsible for global climate change	The rise in atmospheric CO2 over the last century was not clearly caused by human activity, as it occurred at a rate much faster than natural climate changes could produce.	The rise in atmospheric CO2 over the last century was clearly caused by human activity, as it occurred at a rate much faster than natural climate changes could produce. 	Human activity is not primarily responsible for global climate change
1	0	0	Human activity is primarily responsible for global climate change	Sea levels don't have been steadily rising for thousands of years, and the increase has nothing to do with humans.	Sea levels have been steadily rising for thousands of years, and the increase has nothing to do with humans. 	Human activity is not primarily responsible for global climate change
1	0	0	Human activity is primarily responsible for global climate change	The acidity levels of the oceans are within past natural levels, and the current rise in acidity is a natural fluctuation, the result of human caused climate change.	The acidity levels of the oceans are within past natural levels, and the current rise in acidity is a natural fluctuation, not the result of human caused climate change. 	Human activity is not primarily responsible for global climate change
0	0	0	Human activity is primarily responsible for global climate change	Overwhelming scientific consensus says human activity is not primarily responsible for global climate change.	Overwhelming scientific consensus says human activity is primarily responsible for global climate change.	Human activity is not primarily responsible for global climate change
0	0	0	Human activity is primarily responsible for global climate change	Dramatic changes in precipitation, such as heavier storms and more snow, are another sign that humans are causing global climate change.	Dramatic changes in precipitation, such as heavier storms and less snow, are another sign that humans are causing global climate change. 	Human activity is not primarily responsible for global climate change
1	0	0	Human activity is primarily responsible for global climate change	Rising levels of atmospheric CO2 do necessarily cause global warming, which contradicts the core thesis of human-caused climate change.	Rising levels of atmospheric CO2 do not necessarily cause global warming, which contradicts the core thesis of human-caused climate change. 	Human activity is not primarily responsible for global climate change
1	0	0	Human activity is primarily responsible for global climate change	Glaciers have been growing and receding for thousands of years due to natural causes, human activity.	Glaciers have been growing and receding for thousands of years due to natural causes, not human activity. 	Human activity is not primarily responsible for global climate change
1	0	0	Human activity is primarily responsible for global climate change	It is natural for glaciers to grow and recede, which does necessarily have to do with human activities.  	It is natural for glaciers to grow and recede, which does not necessarily have to do with human activities.  	Human activity is not primarily responsible for global climate change
1	0	0	Human activity is primarily responsible for global climate change	Glaciers grow and recede by nature. Humans are responsible for it.	Glaciers grow and recede by nature. Humans aren't responsible for it. 	Human activity is not primarily responsible for global climate change
1	0	0	Human activity is primarily responsible for global climate change	Increased hurricane activity and other extreme weather events are a result of natural weather patterns, human-caused climate change.	Increased hurricane activity and other extreme weather events are a result of natural weather patterns, not human-caused climate change. 	Human activity is not primarily responsible for global climate change
1	0	0	Human activity is primarily responsible for global climate change	Extreme weathers events are caused by nature, human activity.	Extreme weathers events are caused by nature, not human activity.	Human activity is not primarily responsible for global climate change
1	0	0	Human activity is primarily responsible for global climate change	 glut of scientific understanding	Lack of scientific understanding	Human activity is not primarily responsible for global climate change
0	0	0	Terrorism should not be allowed publicity	Terrorists use our own media not to terrify our people and create a climate of fear.	Terrorists use our own media to terrify our people and create a climate of fear. 	Terrorism should be allowed publicity
0	0	0	Terrorism should not be allowed publicity	The media is not being used by terrorists to spread fear and terror.	The media is being used by terrorists to spread fear and terror.	Terrorism should be allowed publicity
0	0	0	Terrorism should not be allowed publicity	Terrorists want not to cause terror, and the media is crucial to that.	Terrorists want to cause terror, and the media is crucial to that.	Terrorism should be allowed publicity
1	0	0	Terrorism should not be allowed publicity	Censorship of news can not have a boomerang effect.	Censorship of news can have a boomerang effect.	Terrorism should be allowed publicity
1	0	0	Terrorism should not be allowed publicity	Censorsing news can not result in unintended consequencs.	Censorsing news can result in unintended consequencs.	Terrorism should be allowed publicity
1	0	0	Terrorism should not be allowed publicity	The censorship of news can not backfire.	The censorship of news can backfire.	Terrorism should be allowed publicity
0	0	0	Terrorism should not be allowed publicity	Excessive publicity of terrorist acts corrupt bad decision-making by placing undue focus upon terrorism.  	Excessive publicity of terrorist acts corrupt good decision-making by placing undue focus upon terrorism.  	Terrorism should be allowed publicity
0	0	0	Terrorism should not be allowed publicity	Publicity of terrorism garners less attention on it and makes for bad decision making.	Publicity of terrorism garners more attention on it and makes for bad decision making.	Terrorism should be allowed publicity
0	0	0	Terrorism should not be allowed publicity	Too little publicity of terrorism places unnecessary attention on it and effects good decision making.	Too much publicity of terrorism places unnecessary attention on it and effects good decision making.	Terrorism should be allowed publicity
1	0	0	Terrorism should not be allowed publicity	Citizens and the world community don't have a right to be informed.	Citizens and the world community have a right to be informed. 	Terrorism should be allowed publicity
0	0	0	Terrorism should not be allowed publicity	The glut of extensive publicity would also reduce social unrest among citizens.	The lack of extensive publicity would also reduce social unrest among citizens. 	Terrorism should be allowed publicity
1	0	0	Terrorism should not be allowed publicity	The oxygen of publicity is not a good way to expose terrorism.	The oxygen of publicity is a good way to expose terrorism.	Terrorism should be allowed publicity
1	0	0	Terrorism should not be allowed publicity	Exposing terrorism can not be done through publicity.	Exposing terrorism can be done through publicity.	Terrorism should be allowed publicity
0	0	0	Terrorism should not be allowed publicity	When terrorist events are not publicized, terrorists gain a platform.	When terrorist events are publicized, terrorists gain a platform.	Terrorism should be allowed publicity
1	0	0	Any job is better than no job	 can not leave you financially worse off.	Can leave you financially worse off.	Any job is not better than no job
1	0	0	Any job is better than no job	Some jobs genuinely don't need higher qualifications.	Some jobs genuinely need higher qualifications.	Any job is not better than no job
0	0	0	India should give up Kashmir	Give it not to the Roma.	Give it to the Roma.	India should not give up Kashmir
1	0	0	The world must arm the Syrian rebels	Arming the rebels would not be unpopular	Arming the rebels would be unpopular	The world must not arm the Syrian rebels
1	0	0	The world must arm the Syrian rebels	Few would not approve arming Syrians.	Few would approve arming Syrians.	The world must not arm the Syrian rebels
1	0	0	The world must arm the Syrian rebels	Giving Syrians extra assistance with weapons would not be unpopular.	Giving Syrians extra assistance with weapons would be unpopular.	The world must not arm the Syrian rebels
1	0	0	The world must arm the Syrian rebels	The best policy is not to remain sovereign.	The best policy is to remain sovereign.	The world must not arm the Syrian rebels
1	0	0	The world must arm the Syrian rebels	Non-intervention is not the best policy.	Non-intervention is the best policy.	The world must not arm the Syrian rebels
0	0	0	The world must arm the Syrian rebels	It is not in the national interest for democracies to support those seeking to oust dictators	It is in the national interest for democracies to support those seeking to oust dictators	The world must not arm the Syrian rebels
0	0	0	The world must arm the Syrian rebels	Getting rid of dictators is not a top interest for democracies.	Getting rid of dictators is a top interest for democracies.	The world must not arm the Syrian rebels
0	0	0	The world must arm the Syrian rebels	Democracies don't need to eliminate dictatorships.	Democracies need to eliminate dictatorships.	The world must not arm the Syrian rebels
0	0	0	The world must arm the Syrian rebels	Diplomacy is going anywhere	Diplomacy is not going anywhere	The world must not arm the Syrian rebels
0	0	0	The world must arm the Syrian rebels	 would not balance the support for Syrian government	Would balance the support for Syrian government	The world must not arm the Syrian rebels
0	0	0	The world must arm the Syrian rebels	The Free Syrian Army is not outgunned	The Free Syrian Army is outgunned	The world must not arm the Syrian rebels
0	0	0	The world must arm the Syrian rebels	Intervention in Syria is not necessary.	Intervention in Syria is necessary.	The world must not arm the Syrian rebels
0	0	0	Act to regulate the activities of Sovereign Wealth Funds	Sovereign Wealth funds are transparent	Sovereign Wealth funds are not transparent	Act not to regulate the activities of Sovereign Wealth Funds
0	0	0	Act to regulate the activities of Sovereign Wealth Funds	Sovereign wealth funds must not be regulated	Sovereign wealth funds must be regulated	Act not to regulate the activities of Sovereign Wealth Funds
0	0	0	Act to regulate the activities of Sovereign Wealth Funds	SWFs can not harm national security	SWFs can harm national security	Act not to regulate the activities of Sovereign Wealth Funds
1	0	0	Act to regulate the activities of Sovereign Wealth Funds	SWFs should not be welcomed for the benefits they bring rather than ostracized for doing what others do.	SWFs should be welcomed for the benefits they bring rather than ostracized for doing what others do. 	Act not to regulate the activities of Sovereign Wealth Funds
1	0	0	We should detain terror suspects without trial	Internment with trial exacerbates the antagonism of enemies and subsequent risk to civilians.	Internment without trial exacerbates the antagonism of enemies and subsequent risk to civilians.	We should not detain terror suspects without trial
1	0	0	We should detain terror suspects without trial	Internment with trial contributes to the hostility of enemies and subsequent risk to civilians.	Internment without trial contributes to the hostility of enemies and subsequent risk to civilians. 	We should not detain terror suspects without trial
1	0	0	We should detain terror suspects without trial	Internment with trial makes enemies hostile and risks civilians.	Internment without trial makes enemies hostile and risks civilians. 	We should not detain terror suspects without trial
1	0	0	We should detain terror suspects without trial	Internment with trial encourages the bad behaviour of other states.	Internment without trial encourages the bad behaviour of other states.	We should not detain terror suspects without trial
1	0	0	We should detain terror suspects without trial	Internment with holding a trial encourages hostility in return.  	Internment without holding a trial encourages hostility in return.  	We should not detain terror suspects without trial
1	0	0	We should detain terror suspects without trial	Internment with proper trial encourages the same be done by others.	Internment without proper trial encourages the same be done by others. 	We should not detain terror suspects without trial
0	0	0	We should detain terror suspects without trial	The protection of intelligence sources is not more important than trying suspects.	The protection of intelligence sources is more important than trying suspects.	We should not detain terror suspects without trial
0	0	0	We should detain terror suspects without trial	Keeping government intelligence sources safe is not more important than having a trial.	Keeping government intelligence sources safe is more important than having a trial.	We should not detain terror suspects without trial
0	0	0	We should detain terror suspects without trial	We should commit to trying suspects if it will endanger intelligence sources.	We should not commit to trying suspects if it will endanger intelligence sources.	We should not detain terror suspects without trial
0	0	0	We should detain terror suspects without trial	It is not more important to protect their sources rather than their right to trial	It is more important to protect their sources rather than their right to trial	We should not detain terror suspects without trial
0	0	0	We should detain terror suspects without trial	Sometimes it is not more important to keep their sources rather than risk losing them at trial	Sometimes it is more important to keep their sources rather than risk losing them at trial	We should not detain terror suspects without trial
1	0	0	We should detain terror suspects without trial	Internment with trial undermines democratic values.	Internment without trial undermines democratic values.	We should not detain terror suspects without trial
1	0	0	We should detain terror suspects without trial	Internment with trial undermines all of the democratic values we so like to mention.	Internment without trial undermines all of the democratic values we so like to mention. 	We should not detain terror suspects without trial
1	0	0	We should detain terror suspects without trial	Internment with trial spits in the face of our democratic values.	Internment without trial spits in the face of our democratic values. 	We should not detain terror suspects without trial
1	0	0	We should detain terror suspects without trial	Internment with trial fails to make society safer.	Internment without trial fails to make society safer.	We should not detain terror suspects without trial
1	0	0	We should detain terror suspects without trial	Internment without trial does make society safer.	Internment without trial does not make society safer.	We should not detain terror suspects without trial
1	0	0	We should detain terror suspects without trial	Internment with trial in no way helps to make us safer.	Internment without trial in no way helps to make us safer.	We should not detain terror suspects without trial
