Label	x	y	claim	perspective	opposite_perspective
0	0	0	Nations of the world should increase protection of the economic and social rights of migrants	Receiving countries should not and cannot afford to further protect migrants because they often free ride on health, education, and welfare systems.	Receiving countries should and cannot afford to further protect migrants because they often free ride on health, education, and welfare systems.
0	0	0	Nations of the world should increase protection of the economic and social rights of migrants	Getting nations ought not and can't stand to additionally secure transients since they regularly free ride on wellbeing, instruction, and welfare frameworks.	Getting nations ought and can't stand to additionally secure transients since they regularly free ride on wellbeing, instruction, and welfare frameworks.
0	0	0	Nations of the world should increase protection of the economic and social rights of migrants	Getting countries should not and can't remain to moreover anchor drifters since they consistently free ride on prosperity, guidance, and welfare structures	Getting countries should and can't remain to moreover anchor drifters since they consistently free ride on prosperity, guidance, and welfare structures
1	0	0	The House of Lords should be reformed	The House of Lords does not understand the needs of the citizens they serve.	The House of Lords does understand the needs of the citizens they serve.
0	0	0	NATO has succeeded in Afghanistan	nato did not do well to solve afghanistan's economic problems	nato did do well to solve afghanistan's economic problems
0	0	0	NATO has succeeded in Afghanistan	afghanistan economic issues are not solved by Nato	afghanistan economic issues are solved by Nato
0	0	0	Illegal downloaders should be cut off from the internet	Stopping their internet  is not the way to get through to file-sharers	Stopping their internet  is the way to get through to file-sharers
0	0	0	Illegal downloaders should be cut off from the internet	Extreme measures for illegal downloaders won't stop file-sharing	Extreme measures for illegal downloaders wo stop file-sharing
0	0	0	Illegal downloaders should be cut off from the internet	Illegal file-sharers should not be punished by cutting off their internet use	Illegal file-sharers should be punished by cutting off their internet use
0	0	0	Illegal downloaders should be cut off from the internet	Cutting off internet use will not stop file-sharers	Cutting off internet use will stop file-sharers
1	0	0	Illegal downloaders should be cut off from the internet	Internet access is an enabler of rights not a right in itself.	Internet access is an enabler of rights a right in itself.
1	0	0	Illegal downloaders should be cut off from the internet	The internet assists in accessing rights, it itself is not a right.	The internet assists in accessing rights, it itself is a right.
1	0	0	Illegal downloaders should be cut off from the internet	The internet makes exercising human rights easier but is not a right itself.	The internet makes exercising human rights easier but is a right itself.
0	0	0	Illegal downloaders should be cut off from the internet	Without access to the internet there is not freedom of information and expression in today's world.	Without access to the internet there is freedom of information and expression in today's world.
1	0	0	Illegal downloaders should be cut off from the internet	Internet access is a commodity not a human right.	Internet access is a commodity a human right.
1	0	0	Illegal downloaders should be cut off from the internet	The internet is a utility not a human right.	The internet is a utility a human right.
1	0	0	Illegal downloaders should be cut off from the internet	Just as electricity is not a human right, the internet, another commodity, is not a human right.	Just as electricity is a human right, the internet, another commodity, is not a human right.
