Label	x	y	claim	opposite_perspective
0	0	0	Healthy eating should be made mandatory	It is too difficult to govern. but it is not true.
0	0	0	Healthy eating should be made mandatory	Enforcement is nearly impossible.  but it is not true.
0	0	0	Healthy eating should be made mandatory	There is no one healthy diet but it is not true.
1	0	0	Healthy eating should be made mandatory	Our economy suffers because of unhealthy eating but it is not true.
0	0	0	Gender Equality is Treating Men and Women in the Same Way	You have to treat people differently in order to reach equality but it is not true.
1	0	0	Gender Equality is Treating Men and Women in the Same Way	Positive discrimination towards women should not be allowed but it is not true.
0	0	0	Gender Equality is Treating Men and Women in the Same Way	Positive discrimination towards women should be allowed but it is not true.
0	0	0	Gender Equality is Treating Men and Women in the Same Way	It is right to treated women differently than men in some cases.  but it is not true.
0	0	0	Gender Equality is Treating Men and Women in the Same Way	Due to physical difference between men and women, it's ok to have some positive discrimination towards women.  but it is not true.
1	0	0	Gender Equality is Treating Men and Women in the Same Way	Positive discrimination for women is discrimination but it is not true.
1	0	0	Gender Equality is Treating Men and Women in the Same Way	All-women shortlists or quotas restrict a constituent's freedom of choice but it is not true.
1	0	0	Gender Equality is Treating Men and Women in the Same Way	Positive discrimination takes away voters' freedom of choice by limiting their choices to women but it is not true.
1	0	0	Catcher in the Rye is a bad book	The book is too long but it is not true.
1	0	0	Catcher in the Rye is a bad book	The book is depressing but it is not true.
1	0	0	Create an African Criminal Court	ICC treats Africa differently but it is not true.
1	0	0	Create an African Criminal Court	ICC is biased against Africans  but it is not true.
1	0	0	Create an African Criminal Court	The ICC is against African ideals. but it is not true.
1	0	0	Create an African Criminal Court	The ICC is in direct opposition of African beliefs.  but it is not true.
1	0	0	Create an African Criminal Court	The ICC has an anti-African bias but it is not true.
1	0	0	Create an African Criminal Court	ACC could deal with pan-African problems that the ICC does not address but it is not true.
0	0	0	Create an African Criminal Court	Africa has a strong voice in the ICC  but it is not true.
0	0	0	We should support universal basic income	Universal Basic Income (UBI) takes money from the poor and gives it to everyone, increasing poverty and depriving the poor of needed targeted support but it is not true.
1	0	0	Self-determination of peoples is a human right	Self-determination is necessary to protect minority cultures. but it is not true.
1	0	0	Self-determination of peoples is a human right	Minority cultures must have self-determination to succeed. but it is not true.
1	0	0	Self-determination of peoples is a human right	Without self-determination, minority cultures cannot be protected. but it is not true.
0	0	0	Self-determination of peoples is a human right	What matters are individual democratic rights, not necessarily collective self-determination. but it is not true.
0	0	0	Self-determination of peoples is a human right	Individual democratic rights are more important than collective self-determination. but it is not true.
0	0	0	Self-determination of peoples is a human right	The rights of the individual in democracies is more important than collective self-determination. but it is not true.
0	0	0	Self-determination of peoples is a human right	Self-determination can destabilise nation states, sometimes with very destructive consequences. but it is not true.
1	0	0	Self-determination of peoples is a human right	Self-determination embodies the fundamental right of peoples to decide their own futures. but it is not true.
1	0	0	Self-determination of peoples is a human right	Self-determination is about deciding your own fate. but it is not true.
1	0	0	Self-determination of peoples is a human right	All peoples have a fundamental right to determine their own future. but it is not true.
1	0	0	Self-determination of peoples is a human right	Self-determination offers a way to resolve otherwise intractable disputes. but it is not true.
1	0	0	Self-determination of peoples is a human right	Without self-determination, some disputes are unsolvable. but it is not true.
1	0	0	Self-determination of peoples is a human right	Self-determination is how we resolve some intractable issues. but it is not true.
1	0	0	Self-determination of peoples is a human right	Self-determination and independence is recognition of the fact that indigenous peoples were unfairly treated by colonial powers, and their proprietary rights abused. but it is not true.
0	0	0	Self-determination of peoples is a human right	The rise of universal human rights makes self-determination increasingly irrelevant. but it is not true.
0	0	0	Self-determination of peoples is a human right	Universal human rights makes self-determination less important. but it is not true.
0	0	0	Self-determination of peoples is a human right	Self-determination is irrelevant in the era of universal human rights. but it is not true.
1	0	0	We believe in the right to reply	There is a sense of natural justice that corrections should come in this form rather than a tiny note. but it is not true.
1	0	0	We believe in the right to reply	Anyone can respond to critique. but it is not true.
1	0	0	We believe in the right to reply	Protests are a natural form of response. but it is not true.
1	0	0	We believe in the right to reply	natural justice should not come by a note but it is not true.
1	0	0	We believe in the right to reply	justice that is natural should not come in the form of a tiny note but it is not true.
1	0	0	We believe in the right to reply	It is only fair where something inaccurate has been said to allow for a correction. but it is not true.
0	0	0	We believe in the right to reply	This undermines actual parity by creating a false sense of the right to reply. but it is not true.
0	0	0	We believe in the right to reply	Persons should not be dissuaded from response.  but it is not true.
0	0	0	We believe in the right to reply	This will undermine real parity by making a false sense of the right to reply but it is not true.
0	0	0	Legal empowerment is provided for women through land titling	Land titles do not solve the main issue for women - rental markets.  but it is not true.
0	0	0	Legal empowerment is provided for women through land titling	Property has no bearing on women's wealth. but it is not true.
1	0	0	Legal empowerment is provided for women through land titling	Land titles will help end violence against women.  but it is not true.
1	0	0	Legal empowerment is provided for women through land titling	Because of land titles, violence against women would come to an end. but it is not true.
1	0	0	Legal empowerment is provided for women through land titling	Land titles would help protect women from violence. but it is not true.
0	0	0	Legal empowerment is provided for women through land titling	Land titles are not affordable to poor women but it is not true.
1	0	0	Legal empowerment is provided for women through land titling	Land titles will develop entrepreneurial women.  but it is not true.
1	0	0	Legal empowerment is provided for women through land titling	More women would become entrepreneurs because of land titles. but it is not true.
1	0	0	Legal empowerment is provided for women through land titling	Land titles would mean that more women could become entrepreneurs. but it is not true.
1	0	0	Legal empowerment is provided for women through land titling	Land titles for women today will provide inter-generational equalities for the future. but it is not true.
1	0	0	Legal empowerment is provided for women through land titling	Giving land titles to women now would lead to an equal playing field in the future. but it is not true.
1	0	0	Legal empowerment is provided for women through land titling	In the future, women would have more equality if they are given land titles today. but it is not true.
0	0	0	Legal empowerment is provided for women through land titling	Land titling will increase female poverty.  but it is not true.
0	0	0	Legal empowerment is provided for women through land titling	Owning land will put women in poverty. but it is not true.
0	0	0	Legal empowerment is provided for women through land titling	Women get poor through land ownership. but it is not true.
1	0	0	Legal empowerment is provided for women through land titling	Land titles mean single women can build decent homes. but it is not true.
1	0	0	Legal empowerment is provided for women through land titling	Single women could build good homes with land titles. but it is not true.
1	0	0	Legal empowerment is provided for women through land titling	Women who are not married would be able to get a decent home thanks to land titles. but it is not true.
0	0	0	African borders must be redefined to reflect ethnic groups	Damages dreams of African unity but it is not true.
0	0	0	African borders must be redefined to reflect ethnic groups	The goal of Damages is to create African unity.  but it is not true.
0	0	0	African borders must be redefined to reflect ethnic groups	African unity is the hope of Damages. but it is not true.
1	0	0	African borders must be redefined to reflect ethnic groups	Ethnic borders erase a wrong of history but it is not true.
1	0	0	African borders must be redefined to reflect ethnic groups	Ethnic borders return societies to their logical segments and undoes the inequity that was artificially created.   but it is not true.
0	0	0	Human Cloning has to be banned	Cloning should be allowed for those who can’t otherwise have a child but it is not true.
0	0	0	Human Cloning has to be banned	For those who can't conceive, cloning should be an option. but it is not true.
0	0	0	Human Cloning has to be banned	Cloning should be acceptable if people cannot have children. but it is not true.
1	0	0	Human Cloning has to be banned	Cloning is unsafe but it is not true.
1	0	0	Human Cloning has to be banned	Since it is considered unsafe, human cloning should be banned. but it is not true.
1	0	0	Human Cloning has to be banned	Given the fact that it is currently unsafe, it is in the public's best interest to ban human cloning. but it is not true.
1	0	0	Human Cloning has to be banned	Cloning harms families but it is not true.
1	0	0	Human Cloning has to be banned	Families are harmed with cloning but it is not true.
1	0	0	Human Cloning has to be banned	In order to protect families, human cloning should be banned. but it is not true.
1	0	0	Human Cloning has to be banned	Banning human cloning would be one way to protect families from harm. but it is not true.
1	0	0	Human Cloning has to be banned	Cloning violates human dignity but it is not true.
1	0	0	Human Cloning has to be banned	Human dignity is definitely violated with Cloning. but it is not true.
1	0	0	Human Cloning has to be banned	Violations to the dignified human occur with cloning. but it is not true.
1	0	0	"Guinea-Bissau should not let itself be turned in to a front of the US’ ""war on drugs"""	Sacrifice of sovereignty  but it is not true.
1	0	0	"Guinea-Bissau should not let itself be turned in to a front of the US’ ""war on drugs"""	War on the poor  but it is not true.
1	0	0	The use of child performers should be banned	It is unethical to expose children to the pressures of performing but it is not true.
1	0	0	The use of child performers should be banned	Imposing pressure on a child performer to perform is unethical. but it is not true.
1	0	0	The use of child performers should be banned	Many consider it unethical to expose children to the pressures of performing.  but it is not true.
1	0	0	The use of child performers should be banned	Children shouldn't be pressured into performing. but it is not true.
1	0	0	The use of child performers should be banned	Exposing children to performance pressure is unethical. but it is not true.
0	0	0	The use of child performers should be banned	The government has no right to prevent children from doing what they enjoy and are good at but it is not true.
0	0	0	The use of child performers should be banned	The children should have the final say on whether they want to do it or not. but it is not true.
0	0	0	The use of child performers should be banned	The government should not interfere  in a child's decision. but it is not true.
0	0	0	The use of child performers should be banned	the government cannot protect children from entertaining but it is not true.
1	0	0	The use of child performers should be banned	performers are at risk of exploitation but it is not true.
1	0	0	The use of child performers should be banned	There exists the possibility that child performers can be exploited.  but it is not true.
1	0	0	The use of child performers should be banned	Some child performers may be exploited by industry executives. but it is not true.
1	0	0	The use of child performers should be banned	Child performers might be exploited. but it is not true.
1	0	0	The use of child performers should be banned	There is a risk that child performers might be exploited. but it is not true.
1	0	0	The use of child performers should be banned	Being a performer limits a child’s formal education but it is not true.
1	0	0	The use of child performers should be banned	A child performer's formal education is limited by their work. but it is not true.
1	0	0	The use of child performers should be banned	Work puts limits on the formal education received by a child performer. but it is not true.
1	0	0	The use of child performers should be banned	A child's education is hampered by performing. but it is not true.
1	0	0	The use of child performers should be banned	When a child works as a performer, their education suffers. but it is not true.
1	0	0	The use of child performers should be banned	Allowing children to perform pushes them to grow up too soon but it is not true.
1	0	0	The use of child performers should be banned	Child performers are often pushed to grow up too soon. but it is not true.
1	0	0	The use of child performers should be banned	Children that perform are often pushed to grow up too soon. but it is not true.
1	0	0	The use of child performers should be banned	Children grow up too fast when they're performers. but it is not true.
1	0	0	The use of child performers should be banned	Being a performer forces a child to grow up too fast. but it is not true.
0	0	0	The use of child performers should be banned	Child performers are necessary for roles in some films, television shows, etc., and for the survival of some sports but it is not true.
0	0	0	The use of child performers should be banned	Child performers are the only people who fit some of these roles but it is not true.
0	0	0	The use of child performers should be banned	The child actors are the ones who can carry certain shows but it is not true.
0	0	0	The use of child performers should be banned	Child performers help films and sports but it is not true.
0	0	0	The use of child performers should be banned	child performers are good for movies and shows but it is not true.
0	0	0	The use of child performers should be banned	If child performers were banned, many children would find a way to perform illegally, now without legal protection. but it is not true.
0	0	0	The use of child performers should be banned	Even if banned, child performers would still be hired, although now without protection. but it is not true.
0	0	0	The use of child performers should be banned	if performing children were banned, some would perform illegally  but it is not true.
0	0	0	The use of child performers should be banned	if children were banned from performing, some would do it anyways but it is not true.
0	0	0	The use of child performers should be banned	There will always be child actors but by not banning them at least there will be some protection for them but it is not true.
1	0	0	The use of child performers should be banned	Being a performer can make the child physically vulnerable but it is not true.
1	0	0	The use of child performers should be banned	A child becomes physically vulnerable when they become a child performer. but it is not true.
1	0	0	The use of child performers should be banned	It can make a child physically vulnerable to be a child performer. but it is not true.
1	0	0	The use of child performers should be banned	Working as a performer can make a child vulnerable. but it is not true.
1	0	0	The use of child performers should be banned	Physical vulnerability might be a factor in being a child performer but it is not true.
1	0	0	It should be allowed to patent genes	Genes are intellectual property thus patentable but it is not true.
0	0	0	It should be allowed to patent genes	Patenting drives up the cost of therapies and renders them unaffordable to the poor but it is not true.
0	0	0	It should be allowed to patent genes	Therapy costs are increased and not affordable to poor people. but it is not true.
0	0	0	It should be allowed to patent genes	This is a disadvantage for poor people as it increases the therapy costs and makes them inaccessible. but it is not true.
1	0	0	It should be allowed to patent genes	Patenting enables knowledge sharing but it is not true.
0	0	0	Reality TV shows are an important part of popular culture today.	Reality TV shows bring out the worse in people. but it is not true.
0	0	0	Reality TV shows are an important part of popular culture today.	Reality TV shows make celebrities out of talentless individuals. but it is not true.
1	0	0	Reality TV shows are an important part of popular culture today.	Reality TV shows allow ordinary individuals a chance of stardom. but it is not true.
1	0	0	Reality TV shows are an important part of popular culture today.	Reality TV shows provide wonderful entertainment. but it is not true.
1	0	0	Reality TV shows are an important part of popular culture today.	Reality TV can provide you with hours of enjoyment. but it is not true.
1	0	0	Reality TV shows are an important part of popular culture today.	Reality TV shows allow us to see the real personalities of celebrities. but it is not true.
0	0	0	Reality TV shows are an important part of popular culture today.	Reality TV shows are just there to make money for their creators. but it is not true.
0	0	0	Reality TV shows are an important part of popular culture today.	Many reality TV shows are distasteful but it is not true.
0	0	0	Reality TV shows are an important part of popular culture today.	Reality TV is disgusting. but it is not true.
0	0	0	Reality TV shows are an important part of popular culture today.	Lots of the reality TV shows are of poor taste. but it is not true.
0	0	0	Reality TV shows are an important part of popular culture today.	People have died in connection with reality TV but it is not true.
0	0	0	Reality TV shows are an important part of popular culture today.	There have been deaths from the reality TV shows. but it is not true.
0	0	0	Reality TV shows are an important part of popular culture today.	Reality TV has had fatal consequences. but it is not true.
0	0	0	16 year olds should be able to vote at presidental elections	children at 16 have no sense of decesion making but it is not true.
0	0	0	16 year olds should be able to vote at presidental elections	Sixteen is too young to make decisions. but it is not true.
0	0	0	16 year olds should be able to vote at presidental elections	At sixteen the brain is not developed enough to make decisions. but it is not true.
0	0	0	16 year olds should be able to vote at presidental elections	16 year olds are not responsible enough to vote.  but it is not true.
0	0	0	16 year olds should be able to vote at presidental elections	16 year olds are not wise enough to vote at elections. but it is not true.
0	0	0	16 year olds should be able to vote at presidental elections	Parents are guardians and should be trusted to vote in their children’s interests but it is not true.
0	0	0	16 year olds should be able to vote at presidental elections	Minor's interests can be appropriately taken into consideration by the votes of their parents. but it is not true.
0	0	0	16 year olds should be able to vote at presidental elections	A parent's vote should be counted as a vote in the interest of their child. but it is not true.
1	0	0	16 year olds should be able to vote at presidental elections	Voting at a lower age would increase participation but it is not true.
1	0	0	16 year olds should be able to vote at presidental elections	More citizens would participate if the voting age were lowered. but it is not true.
1	0	0	16 year olds should be able to vote at presidental elections	A lower voting age would result in an increase in participation. but it is not true.
0	0	0	16 year olds should be able to vote at presidental elections	Young people would be more likely to misuse their vote but it is not true.
0	0	0	16 year olds should be able to vote at presidental elections	Younger people are more likely to not take the impact of their vote seriously. but it is not true.
0	0	0	16 year olds should be able to vote at presidental elections	Allowing young people to vote would be likely to result in inappropriate votes. but it is not true.
1	0	0	16 year olds should be able to vote at presidental elections	16 year olds are mature enough to vote but it is not true.
1	0	0	16 year olds should be able to vote at presidental elections	16 year olds are informed enough to cast a vote. but it is not true.
1	0	0	16 year olds should be able to vote at presidental elections	It is appropriate for 16 year olds to have the right to vote. but it is not true.
0	0	0	16 year olds should be able to vote at presidental elections	At sixteen there is a lack of maturity that is necessary to vote responsibly. but it is not true.
0	0	0	16 year olds should be able to vote at presidental elections	16 year olds don't have a high enough level of maturity to vote. but it is not true.
0	0	0	16 year olds should be able to vote at presidental elections	16 years old is too much of an immature age to vote. but it is not true.
0	0	0	16 year olds should be able to vote at presidental elections	children at 16 have no sense of decesion making but it is not true.
0	0	0	16 year olds should be able to vote at presidental elections	No. too immature. but it is not true.
0	0	0	16 year olds should be able to vote at presidental elections	Sixteen is too young to make decisions. but it is not true.
0	0	0	16 year olds should be able to vote at presidental elections	At sixteen the brain is not developed enough to make decisions. but it is not true.
0	0	0	16 year olds should be able to vote at presidental elections	16 year olds are not responsible enough to vote.  but it is not true.
0	0	0	16 year olds should be able to vote at presidental elections	16 year olds are not wise enough to vote at elections. but it is not true.
0	0	0	16 year olds should be able to vote at presidental elections	Sixteen year olds are too immature to judge the validity of political arguments. but it is not true.
1	0	0	16 year olds should be able to vote at presidental elections	It would help distinguish between levels of elections but it is not true.
1	0	0	16 year olds should be able to vote at presidental elections	There should not be different voting ages for different elections but it is not true.
1	0	0	16 year olds should be able to vote at presidental elections	YES, give them the rights they deserve! but it is not true.
1	0	0	16 year olds should be able to vote at presidental elections	Sixteen years would be a better option in developed countries but it is not true.
1	0	0	16 year olds should be able to vote at presidental elections	I think they should have these rights. but it is not true.
1	0	0	16 year olds should be able to vote at presidental elections	I would say give them the rights that they should have. but it is not true.
0	0	0	16 year olds should be able to vote at presidental elections	A slippery slope to forcing all countries to allow the vote at sixteen for all votes but it is not true.
0	0	0	16 year olds should be able to vote at presidental elections	This slippery slope heads towards forcing all countires to lower the voting age to sixteen. but it is not true.
0	0	0	16 year olds should be able to vote at presidental elections	This is a slippery slope that heads towards forcing all countries to allow voting at sixteen for all votes. but it is not true.
0	0	0	16 year olds should be able to vote at presidental elections	This begins a slippery slope that can have global implications but it is not true.
0	0	0	16 year olds should be able to vote at presidental elections	Doing so may encourage other countries to try something similar but it is not true.
0	0	0	16 year olds should be able to vote at presidental elections	Would complicate elections but it is not true.
0	0	0	16 year olds should be able to vote at presidental elections	This would complicate elections. but it is not true.
0	0	0	16 year olds should be able to vote at presidental elections	Elections would become more complicated. but it is not true.
0	0	0	16 year olds should be able to vote at presidental elections	Doing so would add more complications to elections but it is not true.
0	0	0	16 year olds should be able to vote at presidental elections	This would make elections even more confusing but it is not true.
0	0	0	16 year olds should be able to vote at presidental elections	EU elections would put young people off voting but it is not true.
0	0	0	16 year olds should be able to vote at presidental elections	EU elections would discourage voting among young people. but it is not true.
0	0	0	16 year olds should be able to vote at presidental elections	Voting among youth would be discouraged by EU elections. but it is not true.
0	0	0	16 year olds should be able to vote at presidental elections	It would cause the youth to have less interest in voting but it is not true.
0	0	0	Sexist advertising must be banned	Any changes in advertising should come from businesses themselves rather than through banning. but it is not true.
0	0	0	Sexist advertising must be banned	Businesses bear the responsibility of self-policing themselves regarding sexist advertising. but it is not true.
0	0	0	Sexist advertising must be banned	Sexist advertising is profitable but it is not true.
1	0	0	Sexist advertising must be banned	Policies should be established which ban the promotion of sexist attitudes in advertising. but it is not true.
1	0	0	Sexist advertising must be banned	The greater advertising community should come together to decide guidelines for what is and what is not considered sexist advertising that should be banned. but it is not true.
1	0	0	Sexist advertising must be banned	Women have a right to be free of stereotyping. but it is not true.
1	0	0	Sexist advertising must be banned	Banning advertising that is in poor taste will help both men and women see people as people and not as objects. but it is not true.
0	0	0	Sexist advertising must be banned	Individuals have a choice and right to respond to ads and their meaning. but it is not true.
1	0	0	Sexist advertising must be banned	Sexist advertising is harmful to society, especially women. but it is not true.
1	0	0	Sexist advertising must be banned	Viewing women as sex objects in advertising harms the status of women in society. but it is not true.
1	0	0	Sexist advertising must be banned	Sexist advertising is just another way of keeping women down. but it is not true.
0	0	0	The United States’ individual health insurance mandate is unconstitutional	The mandate is constitutional under the commerce clause but it is not true.
0	0	0	The United States’ individual health insurance mandate is unconstitutional	Health insurance's individual mandate is constitutional. but it is not true.
0	0	0	The United States’ individual health insurance mandate is unconstitutional	The United States’ individual health insurance mandate is constitutional because of he commerce clause. but it is not true.
0	0	0	The United States’ individual health insurance mandate is unconstitutional	There's nothing wrong with the health insurance mandate according to the constitution. but it is not true.
1	0	0	The United States’ individual health insurance mandate is unconstitutional	The mandate is not constitutional under the commerce clause  but it is not true.
0	0	0	It is sometimes right for the government to restrict freedom of speech	Choosing cultural values are the rights of the people. but it is not true.
0	0	0	It is sometimes right for the government to restrict freedom of speech	People have a right to choose their cultural values but it is not true.
1	0	0	It is sometimes right for the government to restrict freedom of speech	It may be necessary in the interests of national security but it is not true.
1	0	0	It is sometimes right for the government to restrict freedom of speech	Free speech is bad for national security. but it is not true.
1	0	0	It is sometimes right for the government to restrict freedom of speech	The nation is at risk if everyone can say anything they want. but it is not true.
1	0	0	It is sometimes right for the government to restrict freedom of speech	Protection of Minors but it is not true.
1	0	0	It is sometimes right for the government to restrict freedom of speech	Limiting free speech protects youth. but it is not true.
0	0	0	It is sometimes right for the government to restrict freedom of speech	Free speech allows challenges to orthodox beliefs but it is not true.
1	0	0	It is sometimes right for the government to restrict freedom of speech	The freedom of speech can be curtailed when it represents a serious threat to society but it is not true.
1	0	0	It is sometimes right for the government to restrict freedom of speech	In some cases freedom of speech should be limited to protect a nation's security. but it is not true.
1	0	0	It is sometimes right for the government to restrict freedom of speech	Serious threats to our society sometimes justify restricting a specific person or group's freedom of speech. but it is not true.
0	0	0	It is sometimes right for the government to restrict freedom of speech	Everyone should be allowed free speech. but it is not true.
0	0	0	It is sometimes right for the government to restrict freedom of speech	Everyone, even extremists, deserve their freedom of expression protected but it is not true.
0	0	0	It is sometimes right for the government to restrict freedom of speech	Freedom of Speech is a Universal Right but it is not true.
0	0	0	It is sometimes right for the government to restrict freedom of speech	Freedom of expression is a right guaranteed to all, and reducing or eliminating those freedoms is never acceptable. but it is not true.
0	0	0	It is sometimes right for the government to restrict freedom of speech	Freedoms are not earned or deserved they are given to all people equally and no one should determine which agendas are too extreme to receive this protection. but it is not true.
0	0	0	Refusing to stand for the National Anthem is an appropriate form of protest.	Refusing to stand for the national anthem angers many and sows division in our country. but it is not true.
1	0	0	Refusing to stand for the National Anthem is an appropriate form of protest.	When a national figure such as an NFL player refuses to stand for the national anthem, it shocks people into paying attention and generates conversation.  but it is not true.
1	0	0	Refusing to stand for the National Anthem is an appropriate form of protest.	An NFL player, as a celebrity, can get people to notice and discuss issues by not standing for the anthem. but it is not true.
1	0	0	Refusing to stand for the National Anthem is an appropriate form of protest.	When people see a celebrity not standing for the national anthem, it makes people notice and spurs debate. but it is not true.
0	0	0	Refusing to stand for the National Anthem is an appropriate form of protest.	Refusing to stand for the national anthem shows disrespect for the flag and members of the armed forces. but it is not true.
0	0	0	Refusing to stand for the National Anthem is an appropriate form of protest.	Although refusing to stand for the national anthem is an appropriate form of protest, it shows disrespect for the flag. but it is not true.
0	0	0	Refusing to stand for the National Anthem is an appropriate form of protest.	Refusing to stand for the national anthem can be viewed as disrespectful but it is not true.
0	0	0	Refusing to stand for the National Anthem is an appropriate form of protest.	Not acknowledging the flag and anthem is  perceived as a slight to the military. but it is not true.
0	0	0	Refusing to stand for the National Anthem is an appropriate form of protest.	A lack of respect and perceived lack of patriotism is brought forth by failing to stand for the national anthem. but it is not true.
1	0	0	Refusing to stand for the National Anthem is an appropriate form of protest.	When one believes the United States is not living up to its ideals of freedom, liberty, and justice for all, refusing to stand for the national anthem is appropriate and justified. but it is not true.
1	0	0	Refusing to stand for the National Anthem is an appropriate form of protest.	It is OK to not stand for the national anthem if you think the US is not honoring its ideals. but it is not true.
1	0	0	Refusing to stand for the National Anthem is an appropriate form of protest.	Freedom, liberty, and justice for all are important, and if someone feels the US is not honoring that, they are free to not stand for the anthem. but it is not true.
1	0	0	Refusing to stand for the National Anthem is an appropriate form of protest.	Not standing for the national anthem is a legal form of peaceful protest, which is a First Amendment right. but it is not true.
1	0	0	Refusing to stand for the National Anthem is an appropriate form of protest.	Peaceful protest, like not standing for the anthem, is protected by the First Amendment. but it is not true.
1	0	0	Refusing to stand for the National Anthem is an appropriate form of protest.	Our Constitution allows us to peacefully protest legally, so there's no reason someone should be forced to stand for the anthem. but it is not true.
0	0	0	Refusing to stand for the National Anthem is an appropriate form of protest.	Not standing for the national anthem is an ineffective and counterproductive way to promote a cause.  but it is not true.
0	0	0	Refusing to stand for the National Anthem is an appropriate form of protest.	Not standing for the anthem doesn't do anything to actually protest injustice. but it is not true.
0	0	0	Refusing to stand for the National Anthem is an appropriate form of protest.	Not standing for the anthem is counterproductive because it undermines your cause. but it is not true.
1	0	0	Religion In Itself Is A Purely Positive Force In The World	Religious Doctrine Preaches Altruism but it is not true.
1	0	0	Religion In Itself Is A Purely Positive Force In The World	Religion's Net Impact On The World Is A Positive One but it is not true.
1	0	0	Religion In Itself Is A Purely Positive Force In The World	After looking the pros and cons we can conclude religion is a very positive force. but it is not true.
1	0	0	Religion In Itself Is A Purely Positive Force In The World	Religion Does NOT Cause War. but it is not true.
1	0	0	Religion In Itself Is A Purely Positive Force In The World	Religion Does Not Condone Destructive War but it is not true.
1	0	0	Religion In Itself Is A Purely Positive Force In The World	War does not occur due to religion. but it is not true.
1	0	0	Religion In Itself Is A Purely Positive Force In The World	Religion does not promote violence. but it is not true.
1	0	0	Religion In Itself Is A Purely Positive Force In The World	Religious organisations are by far the largest providers of charity in the world but it is not true.
1	0	0	Religion In Itself Is A Purely Positive Force In The World	Religious organisations provide the most charitable giving among anyone else worldwide. but it is not true.
1	0	0	Religion In Itself Is A Purely Positive Force In The World	No one else gives or does more charitable work in the world than religious organisations. but it is not true.
1	0	0	Religion In Itself Is A Purely Positive Force In The World	Religious ceremonies and organisations provide solace and celebration for the great changes in life such as birth, marriage and death, there is democratic support for this around the world but it is not true.
1	0	0	Religion In Itself Is A Purely Positive Force In The World	Religious events are a good place for people to celebrate various life milestones. but it is not true.
1	0	0	Religion In Itself Is A Purely Positive Force In The World	People are able to celebrate various life events at religious gatherings and so there is democratic support for religion. but it is not true.
1	0	0	The U.S. Should Ban The Use of Cluster Bombs	Rejecting the Ban on Cluster Bombs Hurts the international image of the U.S. but it is not true.
1	0	0	The U.S. Should Ban The Use of Cluster Bombs	This House Believes That the U.S. Should Ban The Use of Cluster Bombs but it is not true.
1	0	0	The U.S. Should Ban The Use of Cluster Bombs	Cluster Bombs are too unreliable, so the U.S. should ban them. but it is not true.
1	0	0	The U.S. Should Ban The Use of Cluster Bombs	The U.S. should ban Cluster Bombs because they have no place in this world. but it is not true.
0	0	0	The feminist movement should seek a ban on pornography	Pornography liberates women but it is not true.
1	0	0	The feminist movement should seek a ban on pornography	Porn is inherently dehumanising but it is not true.
1	0	0	The feminist movement should seek a ban on pornography	Pornography dehumanizes its subject. but it is not true.
1	0	0	The feminist movement should seek a ban on pornography	Pornography inherently makes a person less human. but it is not true.
1	0	0	The feminist movement should seek a ban on pornography	Pornography eroticises violence but it is not true.
1	0	0	The feminist movement should seek a ban on pornography	Pornography makes violence look sexy. but it is not true.
1	0	0	The feminist movement should seek a ban on pornography	The feminist movement should not allow women to sell themselves but it is not true.
1	0	0	The feminist movement should seek a ban on pornography	Feminists shouldn't allow women to sell their bodies for porn. but it is not true.
1	0	0	The feminist movement should seek a ban on pornography	Selling one's body for porn is anti-feminist. but it is not true.
0	0	0	The feminist movement should seek a ban on pornography	Attempting to ban it would only cause further problems but it is not true.
0	0	0	The feminist movement should seek a ban on pornography	Only more problems would arise from the prohibition of pornography but it is not true.
1	0	0	The feminist movement should seek a ban on pornography	Pornography fuels unreachable ideals  but it is not true.
1	0	0	The feminist movement should seek a ban on pornography	Pornography causes unreachable standards. but it is not true.
1	0	0	The feminist movement should seek a ban on pornography	Pornography gives people unrealistic ideas. but it is not true.
0	0	0	Africans are worse off due to natural resources	Natural resources create employment but it is not true.
0	0	0	Africans are worse off due to natural resources	One positive of natural resources is that it creates jobs. but it is not true.
0	0	0	Africans are worse off due to natural resources	Natural resources are of huge benefit for many reasons, one being the creation of work for the people.  but it is not true.
1	0	0	Africans are worse off due to natural resources	Resources are a source of conflict but it is not true.
1	0	0	Africans are worse off due to natural resources	The crux of the conflict comes down to the resources. but it is not true.
1	0	0	Africans are worse off due to natural resources	Conflict is centered around resources.  but it is not true.
1	0	0	Africans are worse off due to natural resources	Foreign companies gain most of the profits but it is not true.
1	0	0	Africans are worse off due to natural resources	Foreign companies benefit most from the relationship. but it is not true.
1	0	0	Africans are worse off due to natural resources	The arrangement works to the disproportionate advantage of the foreign companies.  but it is not true.
0	0	0	Africans are worse off due to natural resources	Bring Africa out of poverty  but it is not true.
1	0	0	Africans are worse off due to natural resources	Resource abundance has led to poor governance but it is not true.
1	0	0	Africans are worse off due to natural resources	An influx in resources has led to inefficient leaders but it is not true.
1	0	0	Africans are worse off due to natural resources	Richness in resources has caused our leaders to govern poorly but it is not true.
0	0	0	The federal minimum wage should be increased	Increasing the federal minimum wage would disproportionately harm the poorest areas of the United States. but it is not true.
0	0	0	The federal minimum wage should be increased	Increasing the minimum wage only serves to hurt the unskilled, poor workers. but it is not true.
0	0	0	The federal minimum wage should be increased	By increasing the minimum wage, the poorest section of America is hurt more than any section is helped. but it is not true.
