Label	x	y	claim	perspective
1	0	0	It is a good idea to build the Keystone XL pipeline	We don't need to be free of the shackles of oil dependence and develop alternative fuels.
0	0	0	Invest in Renewable Technologies rather than Nuclear Power	The nuclear industry doesn't have constantly required government bailouts and has never been commercially viable in an open market
1	0	0	Invest in Renewable Technologies rather than Nuclear Power	The nuclear industry is constantly judged on criteria that do take its externalities into account
1	0	0	Invest in Renewable Technologies rather than Nuclear Power	There is not no instance in which renewable energy has been able to provide a major share in the energy market
1	0	0	Invest in Renewable Technologies rather than Nuclear Power	Nuclear power doesn't have a proven track record in France, Canada and Russia and an increasing role in new energy markets
1	0	0	Invest in Renewable Technologies rather than Nuclear Power	Renewables are mostly unproven, experimental technologies being developed on a small-scale basis that is ready to take up the gap to move away from fossil fuels under climate change agreements
1	0	0	Invest in Renewable Technologies rather than Nuclear Power	Mostly unproven, experimental technologies being developed on a small-scale basis that are ready to take up the gap to move away from fossil fuels under climate change agreements are known as renewables.
1	0	0	Invest in Renewable Technologies rather than Nuclear Power	Mostly unproven, experimental technologies being developed on a small-scale basis that are known as renewables are  ready to take up the gap the move away from fossil fuels under climate change agreements would create.
0	0	0	Corporal Punishment Should Be Reintroduced	Asbo's dont work - swift punishment may not prevent bad behaviour later
0	0	0	Corporal Punishment Should Be Reintroduced	It brings fear in the person  but it is not true. 
1	0	0	Corporal Punishment Should Be Reintroduced	Allowing children not to be hit sends the message that it is OK to treat children in this way.
0	0	0	Corporal Punishment Should Be Reintroduced	It depends on how the actual punishement is not administered
0	0	0	Corporal Punishment Should Be Reintroduced	Corporal punishment is not the appropriate discipline for certain children when used in moderation.
0	0	0	Corporal Punishment Should Be Reintroduced	used in moderation corperal punishment can not be appropriate for certain children
0	0	0	Corporal Punishment Should Be Reintroduced	certain children can not appropriately be diciplined by corpral punishment
1	0	0	Corporal Punishment Should Be Reintroduced	Corporal punishment creates an unsafe and violent school environment. but it is not true. 
1	0	0	Corporal Punishment Should Be Reintroduced	an unsafe and violent school environment is not the affect of corporal punishment
1	0	0	Corporal Punishment Should Be Reintroduced	corporal punishment will not negatively affect the school experience for chiildren
1	0	0	Corporal Punishment Should Be Reintroduced	Corporal punishment is not an inappropriate punishment that harms the education of children.
1	0	0	Corporal Punishment Should Be Reintroduced	the education of children will not be hindered by corporal punishment
1	0	0	Corporal Punishment Should Be Reintroduced	it is not inappropriate to use corporal punishment on children as it can affect their education
0	0	0	Corporal Punishment Should Be Reintroduced	Corporal punishment sets clear boundaries and motivates children not to behave in school.
0	0	0	Corporal Punishment Should Be Reintroduced	the clear boundaries set by corporal punishment can not promote children behaving in school.
0	0	0	Corporal Punishment Should Be Reintroduced	 not to motivate children to behave in school try corporal punishment
1	0	0	Corporal Punishment Should Be Reintroduced	Corporal punishment can not inflict long-lasting physical and mental harm on students.
1	0	0	Corporal Punishment Should Be Reintroduced	long lasting physical and mental protect can be caused by corporal punishment
1	0	0	Corporal Punishment Should Be Reintroduced	by using corporal punishment you can not cause serious mental and physical damage
1	0	0	Nuclear technology must be adopted	Nuclear power is not very expensive
1	0	0	Nuclear technology must be adopted	Nuclear power is cheap.
1	0	0	Nuclear technology must be adopted	Nuclear power has many benefits, but cost is one.
0	0	0	Nuclear technology must be adopted	Nuclear power gives countries energy security and self-sufficiency but it is not true. 
0	0	0	Resources have a negative influence on foreign policy in the Middle East	Oil = Rentier economies = weak internal cohesion but it is not true. 
0	0	0	Resources have a negative influence on foreign policy in the Middle East	Oil leads not to weak internal cohesion and Rentier economies.
0	0	0	Resources have a negative influence on foreign policy in the Middle East	Oil-fuelled Rentier economies don't have weak internal cohesion.
0	0	0	Aid is killing Africa	‘Systemic aid’ is not detrimental to African society
1	0	0	Aid is killing Africa	Aid serves a purpose and should be discouraged
0	0	0	Aid is killing Africa	Aid is not donated inefficiently as a quick-fix solution
0	0	0	Aid is killing Africa	£1 trillion of aid in the past 50 years doesn't have only caused the African economy to deteriorate
0	0	0	There Should be a Minimum Weight Limit For Professional Models	Size zero models should not be banned.
1	0	0	There must be a progressive tax rate	Progressive taxes place an unfair and disproportionate burden on the wealthy but it is not true. 
1	0	0	There must be a progressive tax rate	The wealthy bear a disproportionate burden of a progressive tax rate, but it is not true. 
1	0	0	There must be a progressive tax rate	Progressive tax rates are not unfair to the wealthy.
1	0	0	There must be a progressive tax rate	The ability not to orchestrate a progressive taxation regime gives undue and dangerous power to the state
1	0	0	There must be a progressive tax rate	A progressive tax rate will not cause the state to have undue powers.
1	0	0	There must be a progressive tax rate	It is not dangerous to give the state the power of a progressive tax rate.
1	0	0	There must be a progressive tax rate	The aim of taxation should be to provide equality of opportunity, of outcom
1	0	0	There must be a progressive tax rate	Progressive systems are not invariably highly complex and inefficient in implementation, breeding the knock-on inefficiencies of evasion and avoidance
0	0	0	There must be a progressive tax rate	A well-implemented progressive taxation scheme serve not to promote economic growth
0	0	0	There must be a progressive tax rate	A progressive tax rate will not serve to promote economic growth.
1	0	0	There must be a progressive tax rate	Individuals’ property and income are not an index of deserving achievement, and of value contributed in the market place to society
0	0	0	There must be a progressive tax rate	Those who don't have more owe more to the state
0	0	0	There must be a progressive tax rate	It is not only fair that those with more should pay more in taxes,
0	0	0	There must be a progressive tax rate	It makes for an equitable society when a progressive taxation system is not employed.
0	0	0	There must be a progressive tax rate	Progressive taxation promotes a less equal, more harmonious society
0	0	0	There must be a progressive tax rate	Society tends not to be more equitable when a progressive taxation system is adopted.
0	0	0	There must be a progressive tax rate	Taxation based on  relative earnings and wealth discourage a more peaceful and fair society.
0	0	0	There must be a progressive tax rate	Those able not to pay more should pay more into the tax system
0	0	0	There must be a progressive tax rate	The tax system should not structure payments in relation to the incomes of people in the system.
0	0	0	There must be a progressive tax rate	Taxation should not operate to in proportion to the earnings and relative wealth of participants.
0	0	0	Smoking should further be restricted	Restrictions reach out not to the general population
0	0	0	Smoking should further be restricted	Restrictions harm the health of third parties
0	0	0	Smoking should further be restricted	Additional restrictions on smoking will not only help the health and welfare of third parties.
0	0	0	Smoking should further be restricted	Smoking restrictions aid in second hand smoke effects. but it is not true. 
1	0	0	Smoking should further be restricted	Democratic systems should not educate on smoking rather than restrict it
1	0	0	Smoking should further be restricted	Education is not a better tactic in the war on smoking.
1	0	0	We have to offer amnesty to bloggers currently prosecuted by their native states	The offer of amnesty disallow home governments to discredit bloggers and paint them as foreign agents of disruption
0	0	0	We have to offer amnesty to bloggers currently prosecuted by their native states	These people are not under serious threat for their pursuit of justice
1	0	0	We have to offer amnesty to bloggers currently prosecuted by their native states	An amnesty policy will not serve only to alienate regimes, shutting down the possibility of discourse or reform
0	0	0	We have to offer amnesty to bloggers currently prosecuted by their native states	This offer of amnesty serves as a powerful public statement in favour of free speech and rule of law but it is not true. 
0	0	0	Neo-functionalism explains the integration of the European Union	Neo-functionalism  explains the casue no of integration
0	0	0	Neo-functionalism explains the integration of the European Union	Neo-functionalism proposes a purpose not to EU integration.
0	0	0	Wikipedia is a force for good	Wikipedia is not an excellent starting point for enquiries
0	0	0	Wikipedia is a force for good	 noone has the ability to access wikipedia
0	0	0	Wikipedia is a force for good	Wikipedia links not to thier sources.
0	0	0	Wikipedia is a force for good	Wikipedia provides free, open access not to knowledge
0	0	0	Socialism is a failed government subdomain	Both socialism and communism don't have their roots in the idea of utopianism; all are unrealistic, unachievable and deny the nature and dignity of the individual.
0	0	0	Socialism is a failed government subdomain	An individual can have liberty in a Socialist society
0	0	0	Socialism is a failed government subdomain	The individual pursuit of success is not more important than a utopian ideal
1	0	0	Socialism is a failed government subdomain	the reasoning in the debate summary is not pitiful
1	0	0	Socialism is a failed government subdomain	there is not no good support for the concept of socialism
1	0	0	Socialism is a failed government subdomain	we can find good reason for socialism to be implemented.
0	0	0	Gender equality will not happen anytime soon	The media exploits women. but it is not true. 
0	0	0	Gender equality will not happen anytime soon	Women are not targeted for use in sexist advertising.
0	0	0	Barbie Dolls are affecting the mental image we create for ourselves	 glut of Ethnic Diversity
0	0	0	Barbie Dolls are affecting the mental image we create for ourselves	Body image shaped in childhood can not be conveyed into adulthood  
0	0	0	Barbie Dolls are affecting the mental image we create for ourselves	Body image shapes are not instilled in our minds from childhoods and into our adult lives.
0	0	0	Adults should have the right to carry a concealed handgun	The majority of Americans oppose allowing the concealed carry of handguns.
0	0	0	Adults should have the right to carry a concealed handgun	Many of the American adults are not in favour of carrying concealed handguns
1	0	0	Adults should have the right to carry a concealed handgun	Concealed carry application requirements and background checks do prevent dangerous people from acquiring weapons.
1	0	0	Adults should have the right to carry a concealed handgun	Individuals who should own weapons are not prevented from purchasing them despite the requirements and background investigations of concealed carry applications
1	0	0	Adults should have the right to carry a concealed handgun	The conditions for concealed carry permits and background checks do inhibit criminals from obtaining weapons
1	0	0	Adults should have the right to carry a concealed handgun	Public safety should be left to professionally qualified police officers, private citizens with little or no expert training.
1	0	0	Adults should have the right to carry a concealed handgun	The safety of the public should not be the responsibility of trained police officers, rather than private citizens with minimal training
1	0	0	Adults should have the right to carry a concealed handgun	Only police officers, who have received professional qualifications, should protect the safety of the public, private individuals who have not received such training
0	0	0	Adults should have the right to carry a concealed handgun	Carrying a concealed handgun could not help stop a public shooting spree.
0	0	0	Adults should have the right to carry a concealed handgun	In view of the continuous public shooting , carrying a concealed handgun by adults can not stop such shooting spree
0	0	0	Adults should have the right to carry a concealed handgun	The occurrence of public shooting spree can not be prevented by the usage of concealed handguns by adults
1	0	0	Adults should have the right to carry a concealed handgun	Carrying a concealed handgun decrease the chances of a confrontation escalating and turning lethal.
1	0	0	Adults should have the right to carry a concealed handgun	The act of having a concealed handgun on one's person decrease the likelihood of an argument increasing in intensity and resulting in death
1	0	0	Adults should have the right to carry a concealed handgun	Concealed carrying of weapons results in a greater chance of a conflict becoming less intense to the point of death of one party.
1	0	0	Adults should have the right to carry a concealed handgun	A handgun ban increase crime and deaths
1	0	0	Adults should have the right to carry a concealed handgun	The result of a handgun ban is not lower crime and fewer deaths.
1	0	0	Adults should have the right to carry a concealed handgun	Lower crime rates and fewer deaths result when handguns are not banned in a city.
1	0	0	Adults should have the right to carry a concealed handgun	Handguns are not uniquely dangerous when compared with other weapons
0	0	0	African governments must implement tougher protections for animals	Natural habitats being are not destroyed
0	0	0	African governments must implement tougher protections for animals	The netural features of the land are not being decimated
0	0	0	African governments must implement tougher protections for animals	Poaching is not linked to terrorism
0	0	0	African governments must implement tougher protections for animals	The illegal hunting of animals is not closely tied to terrorism
1	0	0	African governments must implement tougher protections for animals	Heavy handed approaches do solve the motivations for poaching
1	0	0	African governments must implement tougher protections for animals	Overly forceful methods do something to sway people's desires to poach
1	0	0	African governments must implement tougher protections for animals	The reasons for illegally hunting animals are affected by coercive methods
0	0	0	Make the raising of business and labour standards a prerequisite for developmental aid	International labour and business standards go hand in hand with development standards and will not de facto increase implementation levels
1	0	0	Allow donations of vital organs even at the expense of the donor's life	The role of society is to save lives to assist in suicide
1	0	0	Allow donations of vital organs even at the expense of the donor's life	The recipient is not forced to receive the sacrifice of another
0	0	0	Allow donations of vital organs even at the expense of the donor's life	It is not a natural thing to do
1	0	0	Allow donations of vital organs even at the expense of the donor's life	This would not encourage coercion for some to die to save others
1	0	0	EU member states should guarantee people under 25 a temporary workplace when they have been unemployed for six months	The policy is a long term solution.
0	0	0	EU member states should guarantee people under 25 a temporary workplace when they have been unemployed for six months	This policy is not good for EU economies.
0	0	0	EU member states should guarantee people under 25 a temporary workplace when they have been unemployed for six months	The EU should not guarantee youth a job in order to equal their chances.
1	0	0	EU member states should guarantee people under 25 a temporary workplace when they have been unemployed for six months	Temporary employment for youth acts for freedom of choice for businesses
1	0	0	EU member states should guarantee people under 25 a temporary workplace when they have been unemployed for six months	This policy would not only serve to discriminate against unemployed people older than 25
1	0	0	EU member states should guarantee people under 25 a temporary workplace when they have been unemployed for six months	unemployed people older than 25 will not suffer
1	0	0	EU member states should guarantee people under 25 a temporary workplace when they have been unemployed for six months	This policy would not discriminate against people above 25
1	0	0	EU member states should guarantee people under 25 a temporary workplace when they have been unemployed for six months	This policy would not do harm to people over 25
1	0	0	US must help in fighting terrorist organisations in Africa	African states ca afford the full cost
0	0	0	US must help in fighting terrorist organisations in Africa	 decrease global security
0	0	0	US must help in fighting terrorist organisations in Africa	 destroy the entire global populace.
1	0	0	politicians have no right to privacy	All individuals don't have a legitimate right to privacy
1	0	0	politicians have no right to privacy	 noone should have the right to privacy.
1	0	0	politicians have no right to privacy	All individuals, including politicians, don't have a basic right to privacy.
0	0	0	politicians have no right to privacy	Citizens don't have a right to know who is being elected to represent them
0	0	0	politicians have no right to privacy	Heavy scrutiny forces politicians not to dedicate themselves fully to their public service
0	0	0	politicians have no right to privacy	Politicians don't have a duty to public service
0	0	0	politicians have no right to privacy	Politicians don't have a duty to protect its citizens and benefit its people in public service.
1	0	0	politicians have no right to privacy	Fixating on personal lives results in infringing the rights of less than just the politicians themselves
1	0	0	politicians have no right to privacy	Emphasis of personal private matters infringe on privacy rights of politicians. but it is not true. 
1	0	0	politicians have no right to privacy	Focus on the personal lives of politicians infringe upon their right not to privacy.
1	0	0	Leaving the EU would increase British security	Leaving will not mean less communication with other security services
1	0	0	Leaving the EU would increase British security	Leaving EU would not weaken UK security.
1	0	0	Leaving the EU would increase British security	Leaving the EU would not mean leaving their security services too
1	0	0	Leaving the EU would increase British security	By leaving the EU, they would not lose the security they had shared
0	0	0	Leaving the EU would increase British security	The EU casue no instability
0	0	0	Leaving the EU would increase British security	Leaving the EU means leaving the instability that was not there
0	0	0	Leaving the EU would increase British security	Being involved with the EU casue no instability
1	0	0	Leaving the EU would increase British security	Security is not better shared
1	0	0	Leaving the EU would increase British security	UK security strongest when shared with EU. but it is not true. 
1	0	0	Leaving the EU would increase British security	Leaving EU would not weaken UK security.
1	0	0	Leaving the EU would increase British security	Security is not stronger when there are others involved
1	0	0	Leaving the EU would increase British security	It is not better protection when others are also sharing some of that responsibility
0	0	0	Leaving the EU would increase British security	A nation state can not only rely on itself for security
0	0	0	Leaving the EU would increase British security	UK will not renew its self-reliance in security.
0	0	0	Leaving the EU would increase British security	Security changes not to arise when UK leaves EU.
0	0	0	Leaving the EU would increase British security	A nation state doesn't have only themselves to look out for them
0	0	0	Leaving the EU would increase British security	A nation state can not only expect itself to be able to protect the people
0	0	0	Switzerland and Norway should apply to join the EU	The EU shares the same values as Norway and Switzerland but it is not true. 
0	0	0	Switzerland and Norway should apply to join the EU	Switzerland and Norway don't have compatible philosophies to the EU.
1	0	0	Constitutions Should Not Give Special Recognition To Minority Groups	 glut of special recognition disables the acquisition of constitutional rights
1	0	0	Constitutions Should Not Give Special Recognition To Minority Groups	Special recognition destroy and fortifies minority rights
0	0	0	There must be compulsory identity cards	Identity cards can not assist in the efficient monitoring of immigration
0	0	0	There must be compulsory identity cards	Identity cards provide immigration monitoring. but it is not true. 
1	0	0	There must be compulsory identity cards	The scheme does prevent forgery or identity theft
1	0	0	There must be compulsory identity cards	The identity card system wo stop identity theft and counterfeiting.
1	0	0	There must be compulsory identity cards	There are not no protections in place to stop fake documents and identity thieves.
1	0	0	There must be compulsory identity cards	The scheme invites forgery or identity theft  but it is not true. 
1	0	0	There must be compulsory identity cards	The scheme does prevent identity theft  or fake cards
0	0	0	There must be compulsory identity cards	Identity cards confer advantages on their users but it is not true. 
0	0	0	There must be compulsory identity cards	People with identity cards don't have an advantage.
1	0	0	There must be compulsory identity cards	The scheme would not cause inconvenience and public discontent
1	0	0	There must be compulsory identity cards	Identity cards are inconvenient and people wo like them.
1	0	0	There must be compulsory identity cards	Having not to get a new identity card is a pain and people will fight against it.
1	0	0	There must be compulsory identity cards	It would not make the people angry at the government
1	0	0	There must be compulsory identity cards	The scheme would not cause widespread anger at the government.
0	0	0	There must be compulsory identity cards	Identity cards improve public safety but it is not true. 
0	0	0	There must be compulsory identity cards	People don't need identity cards for their own safety.
1	0	0	There must be compulsory identity cards	An identity card scheme is not open to subversion and abuse
1	0	0	There must be compulsory identity cards	The system of identity cards would not be ripe for abuse.
1	0	0	There must be compulsory identity cards	People will not take advantage of the identity card system for their own benefit.
1	0	0	There must be compulsory identity cards	The identity card scheme is not easily corruptable.
1	0	0	There must be compulsory identity cards	Indentity cards can be faked and are reliable.
0	0	0	Proportional representation is necessary.	PR produces fairer results but it is not true. 
0	0	0	Proportional representation is necessary.	all representation should not be balanced
0	0	0	Proportional representation is necessary.	 noone involved should have fair and equal representation
0	0	0	Proportional representation is necessary.	PR decrease political engagement which benefits society.
0	0	0	Proportional representation is necessary.	people are not more involved when things are more fair
0	0	0	Proportional representation is necessary.	balanced representation is not better for everyone
1	0	0	Proportional representation is necessary.	PR leads not to weaker government.
1	0	0	Proportional representation is necessary.	 less influence makes more distractions from neccessity
1	0	0	Proportional representation is necessary.	Extremist parties will not rise under PR.
0	0	0	Proportional representation is necessary.	The link between constituencies and Members of Parliament is not important.
0	0	0	Proportional representation is necessary.	The ties between constituencies and Members of Parliament should be broken.
0	0	0	Proportional representation is necessary.	Coalition government is not a good thing.
0	0	0	Proportional representation is necessary.	proportional representation insures noone has a voice
1	0	0	Proportional representation is necessary.	PR decreases political engagement. but it is not true. 
1	0	0	Proportional representation is necessary.	Proportional representation makes people more interested in politics.
1	0	0	Proportional representation is necessary.	PR creates an unfair balance of power. but it is not true. 
1	0	0	Proportional representation is necessary.	Proportional representation does maintain a fair balance of power.
1	0	0	Proportional representation is necessary.	Affirmative action doesn't have created a reverse of power when it comes to minority groups.
0	0	0	Human activity is primarily responsible for global climate change	Human-caused global warming is not changing weather systems and making heat waves and droughts more intense and more frequent.
1	0	0	Human activity is primarily responsible for global climate change	Global warming and cooling are primarily caused by fluctuations in the sun's heat (solar forcing), by human activity.
0	0	0	Human activity is primarily responsible for global climate change	Rising levels of human-produced gases released into the atmosphere create a greenhouse effect that traps heat and casue no global warming.
1	0	0	Human activity is primarily responsible for global climate change	Earth's climate doesn't have always warmed and cooled, and the 20th century rise in global temperature is within the bounds of natural temperature fluctuations over the past 3,000 years.
1	0	0	Human activity is primarily responsible for global climate change	Less than one thousand scientists disagree that human activity is primarily responsible for global climate change.
0	0	0	Human activity is primarily responsible for global climate change	Global warming caused by human-produced greenhouse gases is not causing the Arctic ice cap to melt at an increasing rate.
1	0	0	Human activity is primarily responsible for global climate change	Predictions of accelerating human-caused climate change are not based upon computerized climate models that are inadequate and incorrect.
1	0	0	Human activity is primarily responsible for global climate change	Computerized models produce inadequate and incorrect results in predictions of accelerating human-caused climate change. but it is not true. 
1	0	0	Human activity is primarily responsible for global climate change	Computerized climate models could not be misleading when it comes to the predictions of  accelerating human-caused climate change.
1	0	0	Human activity is primarily responsible for global climate change	Deep ocean currents, human activity, are a primary driver of natural climate warming and cooling cycles.
0	0	0	Human activity is primarily responsible for global climate change	Ocean acidity levels are not increasing at an unprecedented rate that can only be explained by human activity.
0	0	0	Human activity is primarily responsible for global climate change	Oceanic acidity is not increasing too much to be natural.
0	0	0	Human activity is primarily responsible for global climate change	The acidity of the oceans is not increasing too much to be a natural phenomenon.
0	0	0	Human activity is primarily responsible for global climate change	The specific type of CO2 that is not increasing in earth's atmosphere can be directly connected to human activity.
0	0	0	Human activity is primarily responsible for global climate change	The rise in atmospheric CO2 over the last century was not clearly caused by human activity, as it occurred at a rate much faster than natural climate changes could produce.
1	0	0	Human activity is primarily responsible for global climate change	Sea levels don't have been steadily rising for thousands of years, and the increase has nothing to do with humans.
1	0	0	Human activity is primarily responsible for global climate change	The acidity levels of the oceans are within past natural levels, and the current rise in acidity is a natural fluctuation, the result of human caused climate change.
0	0	0	Human activity is primarily responsible for global climate change	Overwhelming scientific consensus says human activity is not primarily responsible for global climate change.
0	0	0	Human activity is primarily responsible for global climate change	Dramatic changes in precipitation, such as heavier storms and more snow, are another sign that humans are causing global climate change.
1	0	0	Human activity is primarily responsible for global climate change	Rising levels of atmospheric CO2 do necessarily cause global warming, which contradicts the core thesis of human-caused climate change.
1	0	0	Human activity is primarily responsible for global climate change	Glaciers have been growing and receding for thousands of years due to natural causes, human activity.
1	0	0	Human activity is primarily responsible for global climate change	It is natural for glaciers to grow and recede, which does necessarily have to do with human activities.  
1	0	0	Human activity is primarily responsible for global climate change	Glaciers grow and recede by nature. Humans are responsible for it.
1	0	0	Human activity is primarily responsible for global climate change	Increased hurricane activity and other extreme weather events are a result of natural weather patterns, human-caused climate change.
1	0	0	Human activity is primarily responsible for global climate change	Extreme weathers events are caused by nature, human activity.
1	0	0	Human activity is primarily responsible for global climate change	 glut of scientific understanding
0	0	0	Terrorism should not be allowed publicity	Terrorists use our own media not to terrify our people and create a climate of fear.
0	0	0	Terrorism should not be allowed publicity	The media is not being used by terrorists to spread fear and terror.
0	0	0	Terrorism should not be allowed publicity	Terrorists want not to cause terror, and the media is crucial to that.
1	0	0	Terrorism should not be allowed publicity	Censorship of news can not have a boomerang effect.
1	0	0	Terrorism should not be allowed publicity	Censorsing news can not result in unintended consequencs.
1	0	0	Terrorism should not be allowed publicity	The censorship of news can not backfire.
0	0	0	Terrorism should not be allowed publicity	Excessive publicity of terrorist acts corrupt bad decision-making by placing undue focus upon terrorism.  
0	0	0	Terrorism should not be allowed publicity	Publicity of terrorism garners less attention on it and makes for bad decision making.
0	0	0	Terrorism should not be allowed publicity	Too little publicity of terrorism places unnecessary attention on it and effects good decision making.
0	0	0	Terrorism should not be allowed publicity	If you deny terrorists publicity, you prevent future terrorist attacks.   but it is not true. 
1	0	0	Terrorism should not be allowed publicity	Recruitment occurs through various other channels than through public news sources. but it is not true. 
1	0	0	Terrorism should not be allowed publicity	Citizens and the world community don't have a right to be informed.
0	0	0	Terrorism should not be allowed publicity	The glut of extensive publicity would also reduce social unrest among citizens.
1	0	0	Terrorism should not be allowed publicity	The oxygen of publicity is not a good way to expose terrorism.
1	0	0	Terrorism should not be allowed publicity	Exposing terrorism can not be done through publicity.
0	0	0	Terrorism should not be allowed publicity	Publicity creates a public forum for terrorist organizations.  but it is not true. 
0	0	0	Terrorism should not be allowed publicity	Publicity serves as a tool for terrorist organizations. but it is not true. 
0	0	0	Terrorism should not be allowed publicity	When terrorist events are not publicized, terrorists gain a platform.
1	0	0	Any job is better than no job	 can not leave you financially worse off.
1	0	0	Any job is better than no job	Some jobs genuinely don't need higher qualifications.
0	0	0	India should give up Kashmir	Give it not to the Roma.
1	0	0	The world must arm the Syrian rebels	Arming the rebels would not be unpopular
1	0	0	The world must arm the Syrian rebels	Few would not approve arming Syrians.
1	0	0	The world must arm the Syrian rebels	Giving Syrians extra assistance with weapons would not be unpopular.
1	0	0	The world must arm the Syrian rebels	Sovereignty and non intervention in internal affairs but it is not true. 
1	0	0	The world must arm the Syrian rebels	The best policy is not to remain sovereign.
1	0	0	The world must arm the Syrian rebels	Non-intervention is not the best policy.
1	0	0	The world must arm the Syrian rebels	Unforeseeable consequences but it is not true. 
0	0	0	The world must arm the Syrian rebels	It is not in the national interest for democracies to support those seeking to oust dictators
0	0	0	The world must arm the Syrian rebels	Getting rid of dictators is not a top interest for democracies.
0	0	0	The world must arm the Syrian rebels	Democracies don't need to eliminate dictatorships.
0	0	0	The world must arm the Syrian rebels	Diplomacy is going anywhere
0	0	0	The world must arm the Syrian rebels	 would not balance the support for Syrian government
1	0	0	The world must arm the Syrian rebels	Possibility of being drawn into a long drawn out conflict but it is not true. 
0	0	0	The world must arm the Syrian rebels	The Free Syrian Army is not outgunned
0	0	0	The world must arm the Syrian rebels	Syria clearly meets the standards for intervention but it is not true. 
0	0	0	The world must arm the Syrian rebels	Intervention in Syria is not necessary.
0	0	0	Act to regulate the activities of Sovereign Wealth Funds	Sovereign Wealth funds are transparent
0	0	0	Act to regulate the activities of Sovereign Wealth Funds	Sovereign wealth funds must not be regulated
0	0	0	Act to regulate the activities of Sovereign Wealth Funds	SWFs can not harm national security
1	0	0	Act to regulate the activities of Sovereign Wealth Funds	SWFs should not be welcomed for the benefits they bring rather than ostracized for doing what others do.
1	0	0	We should detain terror suspects without trial	Internment with trial exacerbates the antagonism of enemies and subsequent risk to civilians.
1	0	0	We should detain terror suspects without trial	Internment with trial contributes to the hostility of enemies and subsequent risk to civilians.
1	0	0	We should detain terror suspects without trial	Internment with trial makes enemies hostile and risks civilians.
1	0	0	We should detain terror suspects without trial	Internment with trial encourages the bad behaviour of other states.
1	0	0	We should detain terror suspects without trial	Internment with holding a trial encourages hostility in return.  
1	0	0	We should detain terror suspects without trial	Internment with proper trial encourages the same be done by others.
0	0	0	We should detain terror suspects without trial	The protection of intelligence sources is not more important than trying suspects.
0	0	0	We should detain terror suspects without trial	Keeping government intelligence sources safe is not more important than having a trial.
0	0	0	We should detain terror suspects without trial	We should commit to trying suspects if it will endanger intelligence sources.
0	0	0	We should detain terror suspects without trial	It is not more important to protect their sources rather than their right to trial
0	0	0	We should detain terror suspects without trial	Sometimes it is not more important to keep their sources rather than risk losing them at trial
1	0	0	We should detain terror suspects without trial	Internment with trial undermines democratic values.
1	0	0	We should detain terror suspects without trial	Internment with trial undermines all of the democratic values we so like to mention.
1	0	0	We should detain terror suspects without trial	Internment with trial spits in the face of our democratic values.
1	0	0	We should detain terror suspects without trial	Internment with trial fails to make society safer.
1	0	0	We should detain terror suspects without trial	Internment without trial does make society safer.
1	0	0	We should detain terror suspects without trial	Internment with trial in no way helps to make us safer.
1	0	0	We should detain terror suspects without trial	The war on terror is an armed conflict, and therefore internment without trial is illegal.
1	0	0	We should detain terror suspects without trial	The war on terror is an armed conflict, which makes holding them without a trial illegal.
1	0	0	We should detain terror suspects without trial	The war on terror is considered an armed conflict, which makes internment without trial is illegal.
0	0	0	We should detain terror suspects without trial	Tribunals are not adequate replacements that maintain respect for detainees' rights.
0	0	0	We should detain terror suspects without trial	A tribunal serves the same function as a trial by destroy the prisoner's rights.
0	0	0	We should detain terror suspects without trial	The suspected criminals rights are not as protected by tribunals as they would be in a trial.
0	0	0	We should detain terror suspects without trial	Instead we can not have tribunals that can give the detainees rights
0	0	0	We should detain terror suspects without trial	There is not an alternative in tribunals, which would respect the rights on detainees
0	0	0	Sao Tome would drop relations with Taiwan in favour of Mainland China	PRC is not clearly the China that matters
0	0	0	Sao Tome would drop relations with Taiwan in favour of Mainland China	Obviously, PRC is not the China that is important.
0	0	0	Sao Tome would drop relations with Taiwan in favour of Mainland China	It is not clear that PRC is the China that matters.
1	0	0	Sao Tome would drop relations with Taiwan in favour of Mainland China	 should not recognise a democracy
0	0	0	Sao Tome would drop relations with Taiwan in favour of Mainland China	Economically beneficial but it is not true. 
0	0	0	Ethiopia is right to build a dam on the River Nile	Economic harm of the dam for Ethiopia
0	0	0	Ethiopia is right to build a dam on the River Nile	 worse than Ethiopia builds the dam and gets the benefits than an outsider.
0	0	0	Ethiopia is right to build a dam on the River Nile	The dam is not predicted to provide energy for all of Ethiopia
0	0	0	Ethiopia is right to build a dam on the River Nile	All of Ethiopia is not predicted to have power from the damn.
1	0	0	Ethiopia is right to build a dam on the River Nile	Ethiopia does need another hydroelectric dam
1	0	0	Ethiopia is right to build a dam on the River Nile	There are not sufficient hydroelectric dams in existence without this one being built.
1	0	0	Governments should lower the voting age to 16	Parents are not guardians and should be trusted to vote in their children’s interests
1	0	0	Governments should lower the voting age to 16	Minor's interests can not be appropriately taken into consideration by the votes of their parents.
1	0	0	Governments should lower the voting age to 16	A parent's vote should not be counted as a vote in the interest of their child.
0	0	0	Governments should lower the voting age to 16	Voting at a lower age would not increase participation
0	0	0	Governments should lower the voting age to 16	Less citizens would participate if the voting age were lowered.
0	0	0	Governments should lower the voting age to 16	A lower voting age would not result in an increase in participation.
1	0	0	Governments should lower the voting age to 16	Young people would not be more likely to misuse their vote
1	0	0	Governments should lower the voting age to 16	Younger people are more likely to take the impact of their vote seriously.
